ENV,chr_snp,Slope,Inv_Logit_Coeff,SE
MAT,CE10_chr6_56505735,0.33818874060249665,0.5837504793902891,0.09018323107357325
MAT,CE10_chr6_56505767,0.3660538879761721,0.5905051156282612,0.07988435170158523
MAT,CE10_chr6_56507361,0.31260740068793724,0.5775215701414377,0.07785478630180752
MAT,CE10_chr6_56507770,0.38117357995823287,0.5941561249376401,0.08027038174224471
MAT,CE10_chr6_56508033,0.3225222391896963,0.5799388178823662,0.08453617901088654
MAT,CE10_chr6_56508360,0.33300005413257405,0.5824891566764028,0.07984441535182109
MAT,CE10_chr6_56508405,0.365757992407741,0.5904335635531719,0.0814770693558514
MAT,CE10_chr6_56508510,0.36772675585480785,0.5909095685130348,0.0798613083831057
MAT,CE10_chr6_56508903,0.3137136994674387,0.577791473255022,0.08033173797247696
MAT,CE10_chr6_56508971,0.3086833631359752,0.5765638525188963,0.07778360879733276
MAT,CE10_chr6_56509115,0.7774386434204029,0.6851278205874586,1.2934935318310585
MAT,CE10_chr6_56509130,0.34289410990302094,0.5848933650896645,0.08087699595888674
MAT,CE10_chr6_60718601,0.7966496813001455,0.6892573597121723,0.0986020088708113
MAT,CE10_chr7_11015414,0.6171191183202225,0.6495630537932653,0.11852344961229674
MAT,CE10_chr7_11303734,0.03430348961496389,0.5085750315459215,0.40441028451301037
MAT,CE10_chr7_18760873,0.8334085838189766,0.6970751741971236,0.15229764084736733
MAT,CE10_chr7_23731913,0.013942134027861361,0.5034854770473285,0.19111895654588337
MAT,CE10_chr7_28948567,0.9727045648832577,0.7256582465937533,0.15866525684447672
MAT,CE10_chr7_30318081,0.8402866463533522,0.6985255836029383,0.09374283027394621
MAT,CE10_chr7_30318160,0.8947269327672176,0.7098646814999063,0.0949275229710949
MAT,CE10_chr7_40848773,1.6640566890587627,0.8407818139578271,0.6766268179631506
MAT,CE10_chr8_4027355,0.7051886000435351,0.6693371460020944,0.09217340567402033
MAT,CE10_chr8_4030884,0.7428381505883834,0.6776161696038853,0.0929383563590137
MAT,CE10_chr8_47308615,0.3269598550859198,0.5810194794136484,0.07637718021029294
MAT,CE10_chr8_47310324,0.004705005061516931,0.5011762490954874,0.07807296492187289
MAT,CE10_chr8_47310455,0.3767275958380619,0.5930835970165751,0.0910125796981248
MAT,CE10_chr8_47752251,1.1046588885295368,0.7511320228027637,0.16832492562193818
MAP,CE10_chr1_721069,-0.2939880238924565,0.42702781433065035,0.10517736681027068
MAP,CE10_chr1_2597178,-0.6124965401215885,0.3514899139218083,0.08635570032070167
MAP,CE10_chr1_12171428,-0.08403147516592559,0.47900448437141674,0.07833847632790548
MAP,CE10_chr1_32671779,-0.4333857406674738,0.39331813843723573,0.08212860947867792
MAP,CE10_chr1_36931762,-0.7782659334470683,0.3146937373854508,0.1547671946317845
MAP,CE10_chr1_36935204,-0.40083479332818256,0.40111178835382294,0.08656051700640886
MAP,CE10_chr1_36936794,-0.5095266223715419,0.3753045028527094,0.08283920597538197
MAP,CE10_chr1_36941008,-0.5353787024093489,0.3692632671973936,0.08478880449984316
MAP,CE10_chr1_37374277,-0.7486520721549295,0.32111507846268217,0.09232334035663968
MAP,CE10_chr1_38800054,-0.4302027948047552,0.3940779070812738,0.11816368794809562
MAP,CE10_chr1_38801440,-0.3653548268624958,0.4096639342062356,0.0788821524928438
MAP,CE10_chr1_38804192,-0.8967339984508811,0.28972212382481427,0.09879150705517013
MAP,CE10_chr1_38806913,-0.6807070074087491,0.33610352413904987,0.12604726718595094
MAP,CE10_chr1_38809381,-0.25506777639510697,0.436576542200293,0.10218297592756274
MAP,CE10_chr1_38809930,-0.4865471991021004,0.3807072959594434,0.1116287934517819
MAP,CE10_chr1_38814297,-0.8547284708898537,0.29844189449855707,0.09580158241036345
MAP,CE10_chr1_38819336,-0.884214988445161,0.2923050918029861,0.10210556176996996
MAP,CE10_chr1_38824853,-0.31707390227056026,0.4213890253409421,0.11013359233312886
MAP,CE10_chr1_38825189,-0.3703357807475341,0.4084598875929768,0.08022414484021591
MAP,CE10_chr1_41599144,-0.16967702442020577,0.45768222364145117,0.07702106389709254
MAP,CE10_chr2_9752514,-0.2627224550560565,0.4346945866006125,0.09327993082517753
MAP,CE10_chr2_18599218,-0.37387363643759874,0.40760534709746565,0.08364937744966264
MAP,CE10_chr2_18602600,-0.4464383641590578,0.39020790981102527,0.08913770595475039
MAP,CE10_chr2_18767948,-0.2417681460690968,0.4398506650434459,0.07855556793070474
MAP,CE10_chr2_18992699,-0.3321939176838841,0.41770690513877473,0.09906638206984193
MAP,CE10_chr2_37365683,-1.8620171807817831,0.13446810631662331,0.8684438591872092
MAP,CE10_chr2_40551025,-0.8407220075982177,0.3013827426454122,0.11280093573078936
MAP,CE10_chr2_41154260,-0.3265334229596185,0.41908433303598275,0.08047112860034142
MAP,CE10_chr2_44839490,-0.4447712644525003,0.39060466153986795,0.13391611827543196
MAP,CE10_chr2_51394314,-0.29804652975350227,0.42603509452969,0.08555969142178341
MAP,CE10_chr2_51807255,-0.26714984912079304,0.4336069362734827,0.576401476506793
MAP,CE10_chr2_51899790,-0.7467055385525079,0.3215395708243666,0.0933999697065026
MAP,CE10_chr2_53118124,-2.4920158039240587,0.07641980074639654,0.3955060476915121
MAP,CE10_chr3_10785844,-1.0323059594417705,0.26263729013113785,0.11012036845360429
MAP,CE10_chr3_17147449,-1.0783054264490495,0.25382683290361063,0.11689809868421912
MAP,CE10_chr3_18134809,-1.057124971226596,0.25785925967468415,0.1139780211773839
MAP,CE10_chr3_21030630,-0.9816003266774829,0.27257435930078733,0.11137410168581839
MAP,CE10_chr3_23041587,-1.0311595573986678,0.26285936154438144,0.12689619484735112
MAP,CE10_chr3_24257330,-0.9929245858288555,0.2703348043672606,0.12232516479437759
MAP,CE10_chr3_34939821,-0.1558309992677357,0.4611208944426259,0.09562166751449623
MAP,CE10_chr3_34946312,-0.3141884878155144,0.4220927071258812,0.08885272960245917
MAP,CE10_chr3_34946478,-0.8614159459499257,0.2970435988823589,0.10941490261398651
MAP,CE10_chr3_43609876,-0.589614233367591,0.3567233719785619,0.09040577908424074
MAP,CE10_chr3_49430352,-0.33941198756531327,0.4159523193824691,0.07952376609551146
MAP,CE10_chr4_4248913,-0.6561906265850683,0.3415958528762209,0.08763281352881695
MAP,CE10_chr4_7333178,-0.8894784797382274,0.29121746263174925,0.16867065308172152
MAP,CE10_chr4_24470715,-0.5899934646533256,0.3566363538189991,0.18685887881904745
MAP,CE10_chr4_29957256,-0.9124122794993077,0.2865064639910303,0.2729655866440418
MAP,CE10_chr4_37286264,-0.7757264887087493,0.3152416556151635,0.1029715428165237
MAP,CE10_chr5_7696347,-0.27934832207806676,0.4306135508210812,0.09124888737781435
MAP,CE10_chr5_11180046,-0.3198966711628527,0.4207009300870577,0.0783122986434948
MAP,CE10_chr5_41935975,-0.26297075838910156,0.4346335707203855,0.09221777182543252
MAP,CE10_chr5_45891576,-0.49566162384481133,0.37856074363949327,0.08438225409083357
MAP,CE10_chr5_47349886,-0.631757653164834,0.34711210218122535,0.19934374547095476
MAP,CE10_chr6_297348,-0.7233992438293563,0.3266448859199332,0.3729023691552228
MAP,CE10_chr6_1663400,-0.9952884364894716,0.2698687788299422,0.11452406120588277
MAP,CE10_chr6_2638799,-0.3476939080194464,0.4139417538584176,0.08702695676859458
MAP,CE10_chr6_2959667,-0.7936458645644433,0.31138636818966725,0.09575313683960236
MAP,CE10_chr6_5667682,-1.0159212373330526,0.2658226551236785,0.10776017150782474
MAP,CE10_chr6_29859239,-0.04220819253846769,0.48944951815353827,0.10766926439906543
MAP,CE10_chr6_52689242,-0.5299674468325927,0.3705244805740821,0.4488409199210054
MAP,CE10_chr6_53400520,-0.6800722388921867,0.3362451798140925,0.10326080559598615
MAP,CE10_chr6_54469590,-0.2875219157977093,0.42861065105777246,0.07719552000922851
MAP,CE10_chr6_54470076,-0.2327771461841713,0.44206706980090615,0.08102122516917817
MAP,CE10_chr6_54470821,-0.43417657066280974,0.39312944731924676,1.3350207052695025
MAP,CE10_chr6_54471378,-0.3272615735733267,0.4189070732877145,0.08231284118437666
MAP,CE10_chr6_54471431,-0.4747853180875315,0.38348425018257404,0.08743203513708543
MAP,CE10_chr6_54473473,-0.4904749751711575,0.37978168202952545,0.08156188647166705
MAP,CE10_chr6_54473683,-0.46569307617165046,0.38563613997778035,0.08219066395719805
MAP,CE10_chr6_54473729,-0.4709031650683779,0.3844024988386909,0.08090302098195067
MAP,CE10_chr6_54476287,-0.8968206031368151,0.28970430235868555,0.09706146868292552
MAP,CE10_chr6_54477127,-0.3692905941281457,0.4087124501515118,0.08150343152045438
MAP,CE10_chr6_56542670,-0.502827401157344,0.37687644945318327,0.09082493508448665
MAP,CE10_chr6_58952579,-0.9782562300443999,0.2732379227253435,0.10436261971579393
MAP,CE10_chr7_982905,-0.9217265840302766,0.2846062215612099,0.09699160197708846
MAP,CE10_chr7_2535310,-0.6122074841231095,0.35155580554848936,0.08761973250406832
MAP,CE10_chr7_2535959,-0.6022565601454029,0.3538275982257214,0.08734544242574648
MAP,CE10_chr7_2536471,-0.6293710866520273,0.3476531556722087,0.08849256245671723
MAP,CE10_chr7_2542296,-0.09723241531732872,0.47571102910562657,0.07565136575772495
MAP,CE10_chr7_9883449,-0.5154976837159141,0.3739056270619103,0.0859668858205437
MAP,CE10_chr7_15769730,-0.3699632980332129,0.40854989008610143,0.08191108901184552
MAP,CE10_chr7_30609338,-1.2326351907543671,0.22572053854206886,0.11083290717093924
MAP,CE10_chr7_30652811,-1.2398140556110526,0.22446835370161733,0.11073226708120458
MAP,CE10_chr7_39808984,-0.9338041297987445,0.2821535767648216,0.10268909494218142
MAP,CE10_chr7_41247518,-0.7191959959507742,0.3275700546692044,0.09035538709205249
MAP,CE10_chr7_41247693,-0.6617366612542529,0.3403496026548542,0.0939348782565855
MAP,CE10_chr7_41247812,-0.6959849067325152,0.3327030260467597,0.08864343895867316
MAP,CE10_chr7_41247828,-0.7090418339886573,0.3298105944110878,0.08859301119146643
MAP,CE10_chr7_41248031,-0.7415555847079498,0.32266407391666047,0.09072529626846008
MAP,CE10_chr7_41248301,-0.6550567845832711,0.34185090893831177,0.08734005620871761
MAP,CE10_chr7_41248417,-0.5958069964595479,0.35530357173149124,0.08468605233551435
MAP,CE10_chr7_41251230,-0.6069830340344685,0.3527477154280936,0.08598897356082146
MAP,CE10_chr7_41251302,-0.395056681452075,0.40250060255602876,0.0809826389886037
MAP,CE10_chr7_41251950,-0.6023705947181388,0.35380152652213975,0.08520588177639596
MAP,CE10_chr7_41251977,-0.6047322605769602,0.3532617749004596,0.08569351189671948
MAP,CE10_chr7_41252172,-0.6122234194858817,0.35155217286292617,0.08571172858989799
MAP,CE10_chr7_41253054,-0.5723368493595884,0.3606977840962429,0.08600208284792095
MAP,CE10_chr7_41253107,-0.6128202646172378,0.3514161261692664,0.08884369488942861
MAP,CE10_chr7_41253384,-0.5834529211117523,0.3581384641679273,0.08439932675834515
MAP,CE10_chr7_41253864,-0.5652864164161248,0.36232516950450927,0.08705131232765924
MAP,CE10_chr7_41253902,-0.5288984084794035,0.3707738533925139,0.08488127412665657
MAP,CE10_chr7_41253948,-0.5008464708034592,0.37734176564689087,0.08306005247157348
MAP,CE10_chr7_41254051,-0.6040166918037423,0.3534252765514922,0.08530066352216985
MAP,CE10_chr7_41265016,-0.5534654814565575,0.36506076517743846,0.08558682281609463
MAP,CE10_chr7_41265797,-0.6881161205681808,0.3344522825547514,0.0889398583953423
MAP,CE10_chr7_41265985,-0.5311169215143561,0.3702564215183351,0.08261291765552796
MAP,CE10_chr7_41266351,-0.6536631856770231,0.34216452224297594,0.08658383073011582
MAP,CE10_chr7_41266369,-0.6633659118448079,0.339983911953443,0.08756392286773894
MAP,CE10_chr7_41266405,-0.6279821431539045,0.34796822139554773,0.08686699815291866
MAP,CE10_chr7_41267041,-0.6470694835637514,0.3436502260324492,0.08673358732330354
MAP,CE10_chr7_41267688,-0.6097036842852664,0.3521267945025455,0.08691123532893284
MAP,CE10_chr7_41267709,-0.5857577938781945,0.3576088042574198,0.08565505028659641
MAP,CE10_chr7_41267789,-0.5216625930922928,0.3724635460716855,0.08365016707271657
MAP,CE10_chr7_41271416,-0.7720364095652961,0.31603875470241855,0.09611999135786099
MAP,CE10_chr8_355269,-0.532020909351085,0.3700456664776278,0.17858551371488052
MAP,CE10_chr8_1059020,-0.8403102644814999,0.30146944273563286,0.09622698902015378
MAP,CE10_chr8_1300847,-0.04426691462071112,0.48893507815042003,0.1258715675452104
MAP,CE10_chr8_2514047,-0.5560190031465693,0.36446908499945835,0.09206099874189946
MAP,CE10_chr8_4186577,-0.13552588707014307,0.4661702923252785,0.07623225172049305
MAP,CE10_chr8_5415315,-4.340328285568633,0.012864594599074273,3.712115080517371
MAP,CE10_chr8_10079268,-0.6671017045977061,0.3391461210879745,0.09464075572731627
MAP,CE10_chr8_15704151,-4.134958492033425e-4,0.49989662603917207,0.0844508931080345
MAP,CE10_chr8_17188251,-0.09308215305302407,0.4767462490774603,0.0767727355727722
MAP,CE10_chr8_17188313,-0.06482809611052082,0.48379864966864833,0.07869899504166676
MAP,CE10_chr8_17188324,-0.15023279909613607,0.4625122815367421,0.07681568299062366
MAP,CE10_chr8_17192744,-0.06616826754415321,0.4834639659004103,0.07752163283983418
MAP,CE10_chr8_17194108,-0.18809470741780623,0.45311447437310975,0.07616533704917695
MAP,CE10_chr8_17195963,-0.10732650911115285,0.47319409916888683,0.07608380158498379
MAP,CE10_chr8_40341188,-0.30417132068510877,0.4245380872007776,0.14199568147031644
MAP,CE10_chr8_47952724,-0.41827574368550074,0.39692942305885337,0.14239774815358242
PAS,CE10_chr1_2508598,-0.3056637804010791,0.42417351221157706,0.0702174158056722
PAS,CE10_chr1_3437991,-0.46538703350594895,0.385708650421194,0.08615850809854904
PAS,CE10_chr1_3438300,-0.15414046424266906,0.46154100032379486,0.07254446870452304
PAS,CE10_chr1_3438331,-0.41181187339698194,0.3984777475784387,0.08403745653540758
PAS,CE10_chr1_3439025,-0.07207049467746955,0.4819901711445551,0.06964540535436778
PAS,CE10_chr1_3439906,-0.09948463254842546,0.4751493344670555,0.07237686015073942
PAS,CE10_chr1_37374277,-0.6234577460635614,0.3489954501135391,0.08784771262993409
PAS,CE10_chr1_38824853,-0.5236276518898195,0.3720043593562795,0.1344333162170298
PAS,CE10_chr2_3414129,-0.5566723386777412,0.36431776539890204,0.08483523974605008
PAS,CE10_chr2_3437593,-0.28874391739946015,0.4283114046569955,0.07511691409030548
PAS,CE10_chr2_9465532,-0.2534216220927872,0.4369815012507981,0.07414474352841725
PAS,CE10_chr2_9466627,-0.04458038881984861,0.48885674825239805,0.07177684048388774
PAS,CE10_chr2_9622868,-0.32997696289865086,0.4182462284503497,0.09135485613682477
PAS,CE10_chr2_15169455,-0.5137453786472949,0.37431593259930684,0.12029996195011143
PAS,CE10_chr2_18632042,-0.061401182444930126,0.48465452525704034,0.07985258890600092
PAS,CE10_chr2_19078421,-0.15025581702714286,0.46250655940669505,0.2274725003373267
PAS,CE10_chr2_19138768,-0.5517914288103714,0.365448883772394,0.08701080598123812
PAS,CE10_chr2_19259085,-0.1604259293444801,0.4599793134984279,0.13670074325865986
PAS,CE10_chr2_42519561,-0.5605837668494255,0.36341239809606296,0.08910944827328805
PAS,CE10_chr2_44534506,-0.32934188433108535,0.41840076144902233,0.2059367270874625
PAS,CE10_chr2_51313516,-0.3518463040462018,0.4129347688778199,0.10325246682441222
PAS,CE10_chr2_51809393,-0.333523665131839,0.41738350896715265,0.07649513698192958
PAS,CE10_chr3_4175533,-0.33064214698945904,0.4180843871118059,0.07665638186327452
PAS,CE10_chr3_4176104,-0.3112805829299649,0.422802193916135,0.07779474666419997
PAS,CE10_chr3_5816418,-0.1393771265666729,0.46521201603351536,0.08535137535873044
PAS,CE10_chr3_45067697,-1.184887645271314,0.23417452291767962,0.13922461914108267
PAS,CE10_chr3_49436832,-0.24985741695280944,0.43785859397280363,0.10177621607435616
PAS,CE10_chr4_9346880,-0.6003135969205541,0.3542719510185343,0.09518379656348543
PAS,CE10_chr4_12867448,-1.5780308083515915,0.1710745483984879,0.3703934047176203
PAS,CE10_chr4_14590288,-0.31019755764483353,0.42306651802041745,0.08630043439880057
PAS,CE10_chr4_14591969,-0.18052498034657227,0.45499092298076754,0.08484443549868734
PAS,CE10_chr4_14594434,-0.2717596886807571,0.43247514513746427,0.08765518551557404
PAS,CE10_chr4_14596013,-0.2570814314350949,0.4360812918554063,0.08369373692156717
PAS,CE10_chr4_30829346,-0.17587381327218396,0.45614453175819436,0.10782657880187736
PAS,CE10_chr4_47524457,-0.5463773421122824,0.3667053010007379,0.08184663858203088
PAS,CE10_chr4_47524891,-0.20951656654060982,0.4478116290803133,0.06958188914231372
PAS,CE10_chr4_47525002,-0.3587498148513222,0.4112622341646927,0.07214224530164584
PAS,CE10_chr4_47525958,-0.3911201776767281,0.40344766984121166,0.07883804154958725
PAS,CE10_chr4_47526264,-0.35323128905098883,0.4125990618384688,0.07457253270938476
PAS,CE10_chr4_47526514,-0.3835670089280323,0.40526686677505663,0.07266935480472145
PAS,CE10_chr4_47526563,-0.43373397013693066,0.3932350473639378,0.07525361613349993
PAS,CE10_chr4_47526634,-0.45149722530251307,0.3890048463453496,0.0754585468316102
PAS,CE10_chr4_47526697,-0.37158333276114736,0.40815848802590887,0.07185556401674698
PAS,CE10_chr4_47527780,-0.552081781962213,0.3653815546695722,0.07549917861114387
PAS,CE10_chr4_47528316,-0.582736692478391,0.3583031241665097,0.07676096726400668
PAS,CE10_chr4_47528382,-0.7079300840374133,0.33005637716982633,0.08966467278129446
PAS,CE10_chr4_47528921,-0.531465467796091,0.370175155841331,0.07634054843029127
PAS,CE10_chr4_47529299,-0.5600376015718997,0.363538759484887,0.07555990592722832
PAS,CE10_chr4_47529890,-0.19441628096337596,0.4515484467722075,0.07124366709031832
PAS,CE10_chr4_47529914,-0.23960394175693459,0.44038395536789293,0.07303054812034279
PAS,CE10_chr4_47529949,-0.43973262575465183,0.39180468102772525,0.07483625389366702
PAS,CE10_chr5_83495,-0.5148673728031847,0.3740531947019792,0.07819869480913029
PAS,CE10_chr5_43330852,-0.3679652528774789,0.409032779552045,0.07455524580640731
PAS,CE10_chr5_43332201,-0.38999823492361435,0.40371772560949054,0.07720614639601159
PAS,CE10_chr5_43332256,-0.4086613389594408,0.3992331503513818,0.07627861162869103
PAS,CE10_chr5_43332291,-0.3532300809772762,0.4125993546285446,0.07807599671301807
PAS,CE10_chr5_43333658,-0.351715778779495,0.41296641112625193,0.07499548821524188
PAS,CE10_chr5_43334139,-0.39490061252218644,0.4025381367476415,0.07423854131810409
PAS,CE10_chr5_43334658,-0.38109812302519375,0.40586207047081163,0.07707616201429524
PAS,CE10_chr5_43335525,-0.3580151153342363,0.4114401353230056,0.07422893410018462
PAS,CE10_chr5_43337163,-0.36057076151439427,0.4108214076986158,0.075213125707514
PAS,CE10_chr5_43337538,-1.552911267250346,0.17466618838380465,0.360059715400119
PAS,CE10_chr6_7642955,-0.6995615538696213,0.3319094441504826,0.09988902207092148
PAS,CE10_chr6_7644775,-0.5959611605495259,0.3552682592390218,0.09174146009285389
PAS,CE10_chr6_7647046,-0.1704153785809231,0.4574989630760122,0.2356604050948487
PAS,CE10_chr6_7647449,-0.6684901017083191,0.3388350146850866,0.07979680125673565
PAS,CE10_chr6_7647994,-0.6350907751262321,0.3463571178822301,0.09732742844434032
PAS,CE10_chr6_7647997,-0.6126132208821692,0.3514633176154005,0.08028428405726286
PAS,CE10_chr6_52682981,-0.3854270717477451,0.4048186230697145,0.0718265721766119
PAS,CE10_chr6_52686214,-0.4056970692318273,0.39994433062188367,0.07163804882415079
PAS,CE10_chr6_52686250,-0.39894862781287543,0.401564969542219,0.07184005954304773
PAS,CE10_chr6_52686281,-0.4574484825854675,0.3875912889753619,0.08470396451360747
PAS,CE10_chr6_52686491,-0.4217038849974486,0.39610909739801675,0.07243121792735252
PAS,CE10_chr6_52686524,-0.3839929448069121,0.4051642094538319,0.08864070128358453
PAS,CE10_chr6_52686709,-0.3751217803891519,0.407304001020673,0.07189872622391019
PAS,CE10_chr6_52687031,-0.4100026018274214,0.398911497282387,0.07185321522177823
PAS,CE10_chr6_52687062,-0.39085385990216903,0.4035117682245123,0.0724009932186443
PAS,CE10_chr6_52687204,-0.39420421246329806,0.40270563314880686,0.07541523870357902
PAS,CE10_chr6_52687892,-0.43863688507801973,0.392065820140699,0.07304932801371596
PAS,CE10_chr6_52688942,-0.40221918796633316,0.4007792730956617,0.07154558000530772
PAS,CE10_chr6_52689350,-0.42993001394643715,0.39414304371542713,0.08401908279226758
PAS,CE10_chr6_52689717,-0.44568399951600457,0.3903874224910718,0.08812055484108913
PAS,CE10_chr6_55264286,-0.45074233509833567,0.38918428373273406,0.25562533441117663
PAS,CE10_chr6_56880234,-0.29633667897726645,0.4264532557422732,0.10215371096761823
PAS,CE10_chr6_56880282,-0.3675247869431552,0.4091392554290666,0.07252441657205184
PAS,CE10_chr6_56881003,-0.4318258100026122,0.3936904293817911,0.07591553432005964
PAS,CE10_chr6_56881246,-0.38005869582310375,0.4061127404250404,0.07309019705764803
PAS,CE10_chr6_56882143,-0.40615908007825335,0.3998334582913902,0.07408226711524368
PAS,CE10_chr6_56883413,-0.4011356803416399,0.40103951108907215,0.07260873553266113
PAS,CE10_chr6_56883446,-0.42071225423035774,0.3963463265221926,0.07471328995077149
PAS,CE10_chr7_4616741,-0.3870749794453922,0.4044216377130898,0.09606906985099652
PAS,CE10_chr7_36569504,-0.13041714658158768,0.4674418477476637,0.1103425603255987
PAS,CE10_chr7_37239373,-0.41728120849276396,0.3971675157554446,0.07239061362034724
PAS,CE10_chr8_18176200,-0.26830062047686665,0.43332433770201134,0.07003521931422615
PAS,CE10_chr8_18229212,-0.3212273502706911,0.42037666234117627,0.07189075356012789
PAS,CE10_chr8_18231055,-0.3058075193214251,0.42413840431358146,0.07038013702660305
PAS,CE10_chr8_18493489,-0.22271795516916765,0.44454953239549355,0.07039281113699485
PAS,CE10_chr8_18837165,-0.18788473721634558,0.45316650586798796,0.07093704583381372
PAS,CE10_chr8_18938069,-0.40777288844932846,0.39944626075473605,0.0727958293304489
PAS,CE10_chr8_18942814,-0.33057814415822057,0.41809995843152126,0.07111737735588802
PAS,CE10_chr8_18943342,-0.32523677377674853,0.4194000388013221,0.0716477349702006
PAS,CE10_chr8_18945288,-0.29990946273077407,0.4255796159254767,0.07011436461043608
PAS,CE10_chr8_18977703,-0.09388242456194436,0.4765466176622487,0.06934110967146492
PAS,CE10_chr8_18977850,-0.19500176329369942,0.4514034547576405,0.07226435250121621
PAS,CE10_chr8_47310324,-0.15080398419257401,0.4623702910098554,0.07103709257277917
EXT,CE10_chr1_1722642,0.08428250747689,0.5210581627178367,0.07690630348001408
EXT,CE10_chr1_9760162,1.217527622817942,0.7716281643296985,0.24831302558533808
EXT,CE10_chr1_10420560,0.44413456797726897,0.609243773352933,0.1222849985869309
EXT,CE10_chr1_38623877,0.5295547709023256,0.6293792633638262,0.10222375610526359
EXT,CE10_chr1_40315346,0.45864676954824907,0.6126931032077547,0.1297635956140133
EXT,CE10_chr1_40641544,0.4090638528863009,0.6008633871039618,0.12312759237118959
EXT,CE10_chr2_2890930,0.6126182985330922,0.6485378397675037,0.2591047095145532
EXT,CE10_chr2_18205046,0.05751158458357636,0.5143739344499454,0.07942676533625473
EXT,CE10_chr2_18318806,0.3838431233859937,0.594799682145928,0.07689100504354036
EXT,CE10_chr2_18322390,0.3788166615788325,0.5935876644214632,0.07648208632521844
EXT,CE10_chr2_18323533,0.41808060287595517,0.6030238638862992,0.07773691699371692
EXT,CE10_chr2_18534760,0.22709897353231942,0.5565319871771357,0.08981309028157917
EXT,CE10_chr2_18536712,0.413484447613258,0.6019230889847634,0.08242527703092062
EXT,CE10_chr2_18537074,0.06899758896690551,0.5172425572778951,0.08159133016437776
EXT,CE10_chr2_18539723,0.0030472690770784643,0.5007618166797602,0.08320022395442003
