Site,Year,CE10_chr1_7256094,CE10_chr1_9110324,CE10_chr1_10283002,CE10_chr1_10286597,CE10_chr1_10287740,CE10_chr1_10289190,CE10_chr1_31353575,CE10_chr2_39291894,CE10_chr2_41091592,CE10_chr2_44949494,CE10_chr2_53369741,CE10_chr2_53400478,CE10_chr3_4170715,CE10_chr3_4171962,CE10_chr3_4173824,CE10_chr3_4176903,CE10_chr3_4176960,CE10_chr3_45146794,CE10_chr4_40297522,CE10_chr5_4521710,CE10_chr5_4523045,CE10_chr5_4529685,CE10_chr5_6592466,CE10_chr5_6617039,CE10_chr5_35111467,CE10_chr5_42985612,CE10_chr6_1229607,CE10_chr6_8042005,CE10_chr6_51647498,CE10_chr6_52686214,CE10_chr6_52686250,CE10_chr6_52686281,CE10_chr6_52686491,CE10_chr6_52686524,CE10_chr6_52686709,CE10_chr6_52687062,CE10_chr6_56505268,CE10_chr6_56505735,CE10_chr6_56506818,CE10_chr6_56507361,CE10_chr6_56508033,CE10_chr6_56508360,CE10_chr6_56508405,CE10_chr6_56508510,CE10_chr6_56508903,CE10_chr6_56508971,CE10_chr6_56509115,CE10_chr6_60677520,CE10_chr7_8719138,CE10_chr7_11015414,CE10_chr8_47310324,CE10_chr8_47310986
12,2010,1,0.5,0,0,0.05,0,1,1,1,1,0,1,0,0,0,0.3,0.25,0.95,1,1,1,1,0,1,NA,0.4,0,1,1,0.85,0.85,0.85,0.8,0.85,0.85,0.9,0,0.75,0.7777777777777778,0.7,0.75,0.75,0.75,0.65,0.7,0.7,1,0.85,1,0.35,0.65,0.9
12,2011,1,0.8333333333333334,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,1,1,1,1,0,0.8571428571428571,0,0,0,0,0,0.9285714285714286,1,1,1,1,0.21428571428571427,1,NA,0.5,0,1,1,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,NA,1,1,1,1,1,1,1,1,1,NA,1,1,0,0.7142857142857143,1
12,2013,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0.25,0.25,1,1,1,1,1,0.08333333333333333,0.75,NA,0.9166666666666666,0,1,1,0.5,0.5833333333333334,0.5833333333333334,0.5,0.5,0.4166666666666667,0.5,0,0.5,0.5833333333333334,0.6,0.5,0.5833333333333334,0.5,0.5833333333333334,0.4,0.5833333333333334,1,1,1,0.16666666666666666,0.5,1
12,2015,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0.1,0.875,1,1,1,1,0,1,NA,0.2,0,1,1,0.3,0.3,0.3,0.4,0.4,0.4,0.125,0,0.5,0.6,0.6,0.5,0.6,0.5,0.6,0.5,0.6,1,1,1,0.3,0.4,1
12,2016,1,1,0,0,0,0,1,1,1,1,0,0.8333333333333334,0,0,0,0.375,0.25,0.75,1,1,1,1,0.125,1,NA,0.25,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,0.875,0.75,0.875,0.75,0.875,0.875,0.875,0.875,0.75,NA,1,1,0,0.625,1
1,2010,1,0.75,0.125,0,0.4444444444444444,0.5,1,1,0.75,0.8,0,1,0,0.5,0,0.6111111111111112,0.625,0.7777777777777778,0.9444444444444444,0.8888888888888888,0.8125,0.8888888888888888,0.1111111111111111,0.9375,1,0.05555555555555555,0.05555555555555555,1,1,0.8888888888888888,0.8333333333333334,0.8333333333333334,0.7777777777777778,0.8125,0.8888888888888888,0.875,0,0.2777777777777778,0.2222222222222222,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.2777777777777778,1,1,1,0.4444444444444444,0.125,0.9444444444444444
1,2011,1,1,0.16666666666666666,0,0.5,0.5,1,1,1,1,0,1,NA,1,NA,0.8571428571428571,0.9166666666666666,0.7857142857142857,1,0.8571428571428571,1,0.8571428571428571,0.08333333333333333,1,NA,0.07142857142857142,0,1,1,0.6428571428571429,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.7142857142857143,0,0.35714285714285715,0.4166666666666667,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.5,0.5,0.4166666666666667,0.42857142857142855,1,0.9285714285714286,1,0.7142857142857143,0.16666666666666666,1
1,2012,1,1,0,0,0.75,0.7,1,1,1,1,0,1,0,0.6666666666666666,NA,0.8333333333333334,0.8333333333333334,0.75,1,0.8333333333333334,0.8333333333333334,0.75,0.16666666666666666,0.875,NA,0,0,1,1,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.6666666666666666,0,0.08333333333333333,0,0,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,1,1,0.9166666666666666,0,1
1,2013,1,1,0.5,0.08333333333333333,0.5833333333333334,0.6666666666666666,1,1,0.9166666666666666,1,0,0.8333333333333334,0,0.5,0,0.75,0.75,0.6666666666666666,1,0.75,0.8333333333333334,0.8333333333333334,0.25,0.8333333333333334,1,0,0.08333333333333333,1,NA,0.6666666666666666,0.6666666666666666,0.7,0.6666666666666666,0.7,0.75,0.6666666666666666,0,0.6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1,1,0.8333333333333334,0.5833333333333334,0,1
1,2014,1,1,0,0,0.35,0.5,1,1,1,1,0,0.95,NA,1,NA,1,0.95,0.55,1,0.55,0.65,0.5555555555555556,0.1,0.6875,NA,0.05,0.05,1,1,0.65,0.6,0.6,0.65,0.65,0.65,0.6111111111111112,0,0.65,0.7,0.7,0.5625,0.7222222222222222,0.7222222222222222,0.6666666666666666,0.5,0.6666666666666666,1,1,0.9444444444444444,0.5,0.07142857142857142,1
2,2010,1,1,0.16666666666666666,0.1,0.1,0.16666666666666666,1,1,1,1,0.1,0.875,0,0,0,0.4,0.125,0.75,1,1,1,1,0,0.8333333333333334,NA,0.3,0,NA,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0.6666666666666666,0.875,0.8,0.7,1,1,0.7,0.875,1,1,1,1,0.4,0.25,1
2,2011,1,0.9166666666666666,0.08333333333333333,0,0.16666666666666666,0.16666666666666666,1,1,1,1,0,1,0,0,0,0.16666666666666666,0.16666666666666666,0.4166666666666667,1,0.9166666666666666,1,0.9166666666666666,0.08333333333333333,0.9166666666666666,NA,0.08333333333333333,0.16666666666666666,1,1,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.7,0,0.625,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.9,NA,0.9166666666666666,0.875,0.08333333333333333,0.3,0.9
2,2014,1,0.9444444444444444,0.2857142857142857,0.1875,0.2777777777777778,0.3333333333333333,1,1,1,1,0,0.8333333333333334,0,0,0,0.16666666666666666,0.16666666666666666,0.6111111111111112,1,1,1,1,0.16666666666666666,1,NA,0.3333333333333333,0,1,NA,1,1,1,1,1,1,1,0,0.9285714285714286,0.875,0.8888888888888888,0.9444444444444444,0.9375,0.9375,0.8888888888888888,0.9444444444444444,1,1,0.9444444444444444,1,0.16666666666666666,0.5625,0.9444444444444444
2,2015,1,1,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,1,1,1,1,0,0.8333333333333334,0,0,0,0.42857142857142855,0.35714285714285715,0.7142857142857143,1,1,1,1,0.07142857142857142,0.9166666666666666,NA,0.5,0,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,0.21428571428571427,0.35714285714285715,1
2,2016,1,1,0,0,0.16666666666666666,0,1,1,0.5,0.3333333333333333,0,0.6666666666666666,NA,NA,0,0.3333333333333333,0.5,0.5,1,0.6666666666666666,0.8333333333333334,1,0,1,NA,0,0,1,NA,0.8333333333333334,0.8333333333333334,1,0.8333333333333334,1,0.8333333333333334,0.6666666666666666,NA,0.75,0.8333333333333334,0.3333333333333333,0.5,1,0.5,0.6666666666666666,0.5,0.6666666666666666,NA,1,1,0,0.16666666666666666,1
3,2010,1,0.3333333333333333,0,0.07142857142857142,0,0.14285714285714285,1,0.7857142857142857,0,0.25,0,0.35714285714285715,0,0.14285714285714285,0,0.14285714285714285,0.14285714285714285,0.5,0.6428571428571429,0.08333333333333333,0.21428571428571427,0.2857142857142857,0,0.4166666666666667,1,0.25,0,0.7,1,0.7857142857142857,0.8333333333333334,1,0.7857142857142857,0.9166666666666666,0.7857142857142857,0.7857142857142857,0,0,0.07142857142857142,0.07142857142857142,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,1,1,0.6428571428571429,0,0.5,0.6428571428571429
3,2011,1,0.5,0.75,0.75,0.5,0.5,1,1,0,0,0,0.5,0,0,0,0,0,0,1,0.25,0.25,0.25,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5
3,2012,1,0.8333333333333334,1,0.3333333333333333,0.3333333333333333,1,1,0.8333333333333334,0,0.3333333333333333,0,0.16666666666666666,0,0,0,0,0,0.8333333333333334,0.5,0,0,0,0,0.6666666666666666,1,0,0.6666666666666666,0.8333333333333334,1,0.6666666666666666,0.6666666666666666,1,0.8333333333333334,1,0.8333333333333334,0.8333333333333334,0,0.5,0.6666666666666666,0.5,0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,1,1,1,0,0.25,0.6666666666666666
3,2013,1,0.3,0.6,0.4,0.4,0.5,1,0.8,0,0.2,0,0.2,0,0,0,0,0,0,1,0.4,0.5,0.5,0.1,0.3,1,0,0.6,0.6,1,1,1,1,1,1,1,1,0,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.6,1,1,1,0,0,0.8
3,2014,1,0.8125,0.6666666666666666,0.3125,0.375,0.8125,1,0.8125,0,0.1875,0,0.1875,0,0,0,0,0,0.1875,0.9375,0.3125,0.2857142857142857,0.25,0.0625,0.4375,1,0.0625,0.625,0.75,1,0.75,0.6875,0.9,0.75,1,0.8125,0.8125,0,0.1875,0.25,0.4375,0.125,0.3125,0.25,0.25,0.21428571428571427,0.25,1,1,0.875,0,0.125,0.8125
3,2015,0.8333333333333334,0.5,0.4,0.4,0.4,0.4,1,0.7,0,0.3888888888888889,0,0.2,0,0.15,0,0.15,0.15,0.25,0.75,0.3,0.3,0.3,0,0.15,1,0.1,0.15,0.7,1,0.9,0.9,1,0.8,0.9285714285714286,0.75,0.8888888888888888,0,0.15,0.2,0.2,0.0625,0.1111111111111111,0.05555555555555555,0.1,0.1,0.1111111111111111,1,0.9,1,0,0.25,0.7777777777777778
3,2016,1,0.8333333333333334,0.5,0.5,0.625,0.625,1,1,0,0.5,0,0.5,0,0,0,0,0,0,1,0,0,0,0.5,0.125,1,0.125,0.25,0.8333333333333334,1,0.75,0.75,0.8333333333333334,0.625,0.6666666666666666,0.75,1,0,0.16666666666666666,0.25,0.25,0,0.25,0.375,0.375,0.16666666666666666,0.25,1,1,1,0,0.125,0.875
4,2010,1,0.25,0.6,0.4,0.3,0.4,0.8,0.3,0,0.25,0,0.1,0,0,0,0,0,0,1,0.9,1,0.9,0,0,1,0.4,0,0.9,1,0.3,0.3,0.3333333333333333,0.4,1,0.3,0.3,0,0.125,0.3,0.3,0,0.3,0.3,0.3,0.125,0.3,1,0.7,0.9,0,0.6,0.5
4,2011,1,0.5,0,0,0,0,1,1,0,0,0.25,0.25,0,0,0,0,0,0.5,1,0.5,0.75,0.5,0,0.5,1,0,0.5,0,1,0.5,0.75,1,0.5,NA,0.5,0.75,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
4,2012,0.8888888888888888,0.5555555555555556,0.35714285714285715,0.3125,0.3888888888888889,0.5555555555555556,1,1,0.125,0.125,0.2777777777777778,0.5625,0,0,0,0.16666666666666666,0.16666666666666666,0.2777777777777778,0.8888888888888888,0.375,0.3333333333333333,0.3888888888888889,0,0.2777777777777778,1,0.3333333333333333,0.4444444444444444,0.6111111111111112,1,0.7777777777777778,0.7777777777777778,1,0.8333333333333334,1,0.7777777777777778,0.7777777777777778,0,0.16666666666666666,0.16666666666666666,0.0625,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,1,0.9444444444444444,0.875,0.1111111111111111,0.375,0.6111111111111112
4,2013,1,1,1,1,1,1,1,1,0,0,0,0.375,0,0,0,0,0,0.5,0.875,0.125,0.25,0.25,0,0.75,1,0,0.375,1,1,0.75,0.875,0.75,0.75,0.8333333333333334,0.875,0.875,0,0.125,0.25,0.25,0.25,0,0,0.125,0.25,0.3333333333333333,1,1,0.75,0,0.625,0.5
4,2014,1,NA,1,1,1,1,1,1,0,0.5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0.5,1,0,0,0,0,NA,0,0,NA,0,0.5,0.5,NA,0.5,0.5,0.5,0.5,0.5,NA,1,1,0,0.5,0.5
5,2010,0.9285714285714286,0.16666666666666666,0.25,0.07142857142857142,0.14285714285714285,0.42857142857142855,1,1,0.08333333333333333,0.25,0.2857142857142857,0.35714285714285715,0,0.08333333333333333,0,0.14285714285714285,0.21428571428571427,0,1,0.6666666666666666,0.6428571428571429,0.5,0.07142857142857142,0.35714285714285715,1,0.21428571428571427,0.2857142857142857,0.6666666666666666,1,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.21428571428571427,0,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.08333333333333333,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.08333333333333333,0.14285714285714285,1,1,0.8,0.14285714285714285,0.4166666666666667,0.5714285714285714
5,2012,0.7777777777777778,0.85,0.75,0,0,0.6666666666666666,0.9,1,0.1,0,0,0.05555555555555555,0,0,0,0,0,0.1,0.9375,0.6,0.55,0.5555555555555556,0.1,0.45,1,0.1,0.2,0.5,1,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.75,1,0.75,0.75,0,0.1,0.1111111111111111,0.1,0.1,0,0.1,0,0.1,0.1111111111111111,1,1,0.125,0,0.05555555555555555,0.9444444444444444
5,2014,1,0.8,0.5833333333333334,0.4,0.25,0.5833333333333334,1,1,0,0.25,0,0.16666666666666666,0,0,0,0,0,0.4166666666666667,1,0.5,0.5,0.5833333333333334,0,0.5,1,0.08333333333333333,0.4166666666666667,1,1,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.8333333333333334,1,0.75,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,1,0.75,0.5833333333333334,0,0.25,0.75
5,2015,0.9166666666666666,0.8,0.4166666666666667,0,0,0.25,1,0.9166666666666666,0.08333333333333333,0.2,0,0.5,0,0.08333333333333333,0,0.08333333333333333,0,0.25,1,0.75,0.8333333333333334,0.9,0.1,0.5,1,0.3333333333333333,0.25,0.5,1,0.5833333333333334,0.5833333333333334,0.7,0.5,1,0.6666666666666666,0.5833333333333334,0,0,0.08333333333333333,0.16666666666666666,0,0,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,1,0.9166666666666666,0,0,1
5,2016,0.8333333333333334,0.8333333333333334,0.4,0.08333333333333333,0,0.4166666666666667,0.9166666666666666,0.9166666666666666,0,0.1,0.1,0.1,0,0,0,0.08333333333333333,0,0.5,1,0.6666666666666666,0.8,0.6,0,0.6666666666666666,1,0.16666666666666666,0.08333333333333333,0.5,1,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.25,0.5,0.5,0.4166666666666667,0,0.08333333333333333,0.08333333333333333,0,0,0.08333333333333333,0.08333333333333333,0.1,0.08333333333333333,0.08333333333333333,1,1,0.75,0,0.08333333333333333,0.9166666666666666
6,2010,1,0.7,0.6111111111111112,0.5,0.5,0.45,1,1,0.5,0.16666666666666666,0.55,0.4444444444444444,0,0,0,0,0,0.4,0.65,0,0,0.05555555555555555,0.4,0.75,1,0.2,0.55,0.21428571428571427,1,0.5,0.45,0.8,0.6,0.875,0.55,0.5,0,0.6428571428571429,0.65,0.6,0.6111111111111112,0.6,0.6,0.6111111111111112,0.625,0.75,1,1,1,0,0.4375,0.55
6,2013,1,0.75,0.25,0,0.25,0.25,1,1,0.5,0.75,0,0,0,0,0,0,0,0,0.75,0,0,0,0.25,0.5,1,0,0.75,0,1,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0,0.5,0.25,0.25,0.25,0,0,0,0.25,0.25,1,0.5,1,0,0.5,0.75
6,2014,0.8125,0.625,0.42857142857142855,0.3333333333333333,0.4375,0.375,0.875,0.875,0.25,0.3,0.375,0.42857142857142855,0,0.21428571428571427,0,0.1875,0.1875,0.1875,0.75,0.21428571428571427,0.125,0.0625,0.375,0.5,1,0.125,0.375,0.3333333333333333,1,0.7142857142857143,0.625,0.7,0.625,0.875,0.75,0.6875,0,0.6,0.6875,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.6875,0.75,0.7142857142857143,1,0.6875,1,0,0,0.9375
6,2015,1,0,0,0,0,0,1,1,0.25,0.5,0,0,0,0,0,0.25,0.25,0,0.75,0,0.25,0,0.25,0.75,1,0,0.25,0.25,1,0,0,0,0,NA,0,0,NA,1,1,1,1,1,1,1,1,1,NA,1,1,0,0,1
6,2016,1,1,0.5,0.5,1,1,1,0,NA,0.5,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
7,2010,1,0.6666666666666666,0,0,0.125,0.125,1,0.1875,0.125,1,0,0.125,NA,0.7857142857142857,0,0.6875,0.6875,0,0.1875,0.125,0.125,0.125,0,0.875,1,0.6875,0,0.4,1,0.125,0.125,0.2,0.125,0.25,0.14285714285714285,0.14285714285714285,0,0,0.14285714285714285,0.25,0.07142857142857142,0.1875,0.1875,0.1875,0.0625,0.1875,1,0.6875,0.5,0.125,0.6875,0.3125
7,2012,0.9375,0.75,0,0,0,0,1,0.3125,0.4375,1,0.125,0.125,0,0.5,0,0.5,0.6875,0,0.0625,0,0,0,0,0.625,1,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.625,0,0.8125,0.125
7,2013,1,0.85,0,0,0,0,1,0.2,0.2777777777777778,1,0.15,0.2,0,0.7,0,0.75,0.7222222222222222,0,0.2222222222222222,0,0,0,0,0.5,1,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2222222222222222,0,0.7222222222222222,0.15
7,2014,1,0.5,0,0,0,0,1,0,0.2222222222222222,1,0,0,0,0.6111111111111112,0,0.6111111111111112,0.6111111111111112,0,0.2222222222222222,0,0,0,0,0.8888888888888888,1,0.75,0,0.08333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5555555555555556,0.3333333333333333,0,0.8333333333333334,0.1111111111111111
7,2016,1,0.5625,0,0,0,0,1,0.2777777777777778,0.0625,1,0.1111111111111111,0.16666666666666666,0,0.3888888888888889,0,0.3888888888888889,0.375,0,0.1875,0,0,0,0,1,1,0.5555555555555556,0,0.14285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.375,0.6666666666666666,0,0.8125,0.2222222222222222
8,2011,0.5,0.375,0,0,0,0,0.375,1,0,NA,0,0,0,0,0,0,0,0,0.875,1,1,1,0,0.875,1,0,0,NA,1,0.5,0.375,0.375,0.5,0.5,0.5,0.5,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,0.5,0.375,0,0.125,0.875
8,2014,1,1,0,0,0,0,0.5,1,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,NA,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
8,2015,1,0.2,0,0,0,0,0.7,1,0,1,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.9,0,0.9,1,0,0,NA,1,0.7,0.7,0.875,0.7,0.875,0.7,0.7,0,0,0,0,0,0,0,0,0,0,1,0.9,0.6,0,0.8,0.2
8,2016,0.7222222222222222,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8888888888888888,0.9444444444444444,0,0.75,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0,0.7777777777777778,0.6111111111111112,0.6111111111111112,0.6666666666666666,0,0.7222222222222222,1,0.1111111111111111,0,0,1,0.6111111111111112,0.6666666666666666,0.7142857142857143,0.5555555555555556,0.75,0.6111111111111112,0.6111111111111112,0,0.1111111111111111,0.0625,0.05555555555555555,0.05555555555555555,0.0625,0.0625,0.1111111111111111,0.1111111111111111,0.1111111111111111,1,0.6666666666666666,0.5,0,0.5,0.4375
9,2010,0.8125,0.5625,0,0,0,0,0.7142857142857143,0.8888888888888888,0.125,1,0,0.25,0,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0,0.8333333333333334,0.6666666666666666,0.6111111111111112,0.6666666666666666,0,0.4444444444444444,1,0,0,1,1,0.3333333333333333,0.3333333333333333,0.375,0.375,0.3333333333333333,0.3888888888888889,0.3888888888888889,0,0,0.0625,0.1111111111111111,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,1,0.75,0.7777777777777778,0,0.5555555555555556,0.5
9,2012,1,0.625,0,0,0,0,0.375,0.75,0.16666666666666666,1,0,0.375,0,0,0,0,0,0,0.875,0.25,0.125,0.25,0,0.125,1,0,0,1,1,0.375,0.375,0.375,0.3333333333333333,0.3333333333333333,0.375,0.375,0,0.125,0.3333333333333333,0.25,0,0,0.16666666666666666,0.25,0.25,0.125,1,0.625,0.75,0,0.125,0.75
