Site,snp_ID,Slope,SE,ENV.x,Type,ENV.y,Slope_base,Inv_Logit_Coeff,SE_base,percentile
1,CE10_chr2_18965007,0.8817587537296966,0.4815236145940995,MAT,obs,MAT,0.05686168867651804,0.5142115932373623,0.03645009271291231,0.15942028985507245
1,CE10_chr2_41091592,0.9398625106654774,0.49414426849916004,MAT,obs,MAT,0.3981589287107804,0.5982452426932358,0.04331502777460075,0.8985507246376812
1,CE10_chr2_44949494,-23.563677428477423,56119.96656876621,MAT,obs,MAT,0.00222725325658796,0.5005568130839672,0.04340804494272939,0.028985507246376812
1,CE10_chr3_4171962,-0.3474098944809816,0.300216210951429,MAT,obs,MAT,0.12282601710873228,0.5306679586435764,0.05117844874684168,0.2028985507246377
1,CE10_chr3_45146794,-0.28432991897073934,0.1699147790686599,MAT,obs,MAT,0.40863396519062634,0.6007602841404034,0.04372424035439967,0.927536231884058
1,CE10_chr3_49434709,-0.23180098558515347,0.253580700152067,MAT,obs,MAT,0.2731724456327848,0.5678715693525191,0.05937653675697716,0.6811594202898551
1,CE10_chr3_49436336,-0.033349527054340675,26645.930770537267,MAT,obs,MAT,0.1891413447687256,0.5471448714411032,0.0716694189748033,0.4927536231884058
1,CE10_chr3_49436387,0.4440078651138204,0.18695976871403372,MAT,obs,MAT,0.18236963867546024,0.5454664665561352,0.03818716968208422,0.43478260869565216
1,CE10_chr4_45367078,0.00667940157148876,25587.68602558613,MAT,obs,MAT,0.5294719181388703,0.6293599368376969,0.08499418550200988,0.9855072463768116
1,CE10_chr5_6592466,0.07133475072601586,0.22179833007167227,MAT,obs,MAT,0.18354957348379008,0.545758995370107,0.04896285394773317,0.463768115942029
1,CE10_chr5_42944506,0.18344162384595467,0.15819585376880838,MAT,obs,MAT,0.10241056180379005,0.5255802873505837,0.03595016165920076,0.17391304347826086
1,CE10_chr5_42944930,0.12313039153235521,0.15444338391403692,MAT,obs,MAT,0.1077514193501362,0.5269118218608767,0.03547299959114888,0.18840579710144928
1,CE10_chr6_257233,0.2901862240490861,0.16449152588047725,MAT,obs,MAT,0.38469972174566336,0.5950061167275511,0.05657050156124336,0.8840579710144928
1,CE10_chr6_1416066,0.41615377771843004,0.26298445711821733,MAT,obs,MAT,0.2614019865518795,0.5649808998666206,0.1464786961448758,0.6521739130434783
1,CE10_chr6_8042005,0.11929297114919861,27388.75729783735,MAT,obs,MAT,0.1428048202844774,0.5356406566781603,0.04865439506465126,0.2608695652173913
1,CE10_chr6_52686214,-0.23443478953370808,0.17001456942639862,MAT,obs,MAT,0.20693971068239356,0.5515510899967824,0.03666215690927802,0.5652173913043478
1,CE10_chr6_52686250,-0.24866791459832815,0.166278133492071,MAT,obs,MAT,0.2044204304916815,0.5509278843665726,0.03699644914924148,0.5507246376811594
1,CE10_chr6_52686281,-0.20994230658581045,0.16416862074241068,MAT,obs,MAT,0.24309578730067563,0.5604764157671681,0.04363657431344835,0.6376811594202898
1,CE10_chr6_52686491,-0.14466993504241252,0.16492293510776396,MAT,obs,MAT,0.2186702361102113,0.5544507605643572,0.03742130246285486,0.6086956521739131
1,CE10_chr6_52686524,-0.16375525013365025,0.16986979303487962,MAT,obs,MAT,0.18487135300634092,0.5460866527300567,0.04435201535405068,0.4782608695652174
1,CE10_chr6_52686709,-0.2057184267517387,0.16892886892047915,MAT,obs,MAT,0.197421224210977,0.5491956258835924,0.03670705458425395,0.5072463768115942
1,CE10_chr6_52687031,-0.4042194658677128,0.17680757924611232,MAT,obs,MAT,0.21636876210048567,0.5538821446621869,0.03711795685336604,0.5942028985507246
1,CE10_chr6_52687062,-0.28921076194409384,0.18011486637423627,MAT,obs,MAT,0.20388276247759524,0.5507948582460206,0.03685158474704565,0.5362318840579711
1,CE10_chr6_56504967,0.6064304294839402,0.1802406126242817,MAT,obs,MAT,0.15955098400186135,0.5398033439302212,0.0352815730881136,0.34782608695652173
1,CE10_chr6_56505268,0.2031482882278493,28505.38960002635,MAT,obs,MAT,0.18296906475435645,0.5456150798877942,0.30515093754301353,0.4492753623188406
1,CE10_chr6_56505735,0.42115504886157007,0.16570929415207372,MAT,obs,MAT,0.1505725500860413,0.5375721776722769,0.040152487198583,0.3188405797101449
1,CE10_chr6_56505767,0.39884515105209967,0.1665744210939385,MAT,obs,MAT,0.16297901368120113,0.5406548032884907,0.03556709347049476,0.37681159420289856
1,CE10_chr6_56507361,0.43122466880455496,0.16294148487823248,MAT,obs,MAT,0.13918291133375524,0.5347396648719646,0.03466346540391129,0.2318840579710145
1,CE10_chr6_56507770,0.5813083046484058,0.17443481950638828,MAT,obs,MAT,0.1697107888851848,0.5423261569976103,0.03573896651253738,0.42028985507246375
1,CE10_chr6_56508033,0.5731762389230006,0.1995267675004642,MAT,obs,MAT,0.14359731766272246,0.5358377687700758,0.03763823723262453,0.2753623188405797
1,CE10_chr6_56508360,0.6375405803511522,0.18275495592787977,MAT,obs,MAT,0.1482623792862058,0.5369978465722994,0.03554931251772146,0.30434782608695654
1,CE10_chr6_56508405,0.6156537310090525,0.1820555928072466,MAT,obs,MAT,0.16284727141734437,0.5406220852926681,0.03627622281153275,0.36231884057971014
1,CE10_chr6_56508510,0.47925276787765186,0.16992537407902572,MAT,obs,MAT,0.16372382849080813,0.5408397703418613,0.03555683384085797,0.391304347826087
1,CE10_chr6_56508903,0.3717421487388077,0.17246492112136488,MAT,obs,MAT,0.13967547128146335,0.5348622083163552,0.03576628428791121,0.2463768115942029
1,CE10_chr6_56508971,0.4506911865975062,0.16810187776140487,MAT,obs,MAT,0.13743580307763878,0.5343049700228245,0.03463177488003866,0.21739130434782608
1,CE10_chr6_56509115,-0.21512157703585383,30039.09857038127,MAT,obs,MAT,0.3461407936488198,0.5856814196574627,0.5759050974335397,0.8260869565217391
1,CE10_chr6_56509130,0.518890038264534,0.17282688979679628,MAT,obs,MAT,0.15266753247195552,0.5380929246679942,0.03600905075412248,0.3333333333333333
1,CE10_chr6_60718601,0.41056253941096355,0.25689478012843725,MAT,obs,MAT,0.35469416818813443,0.5877554377348055,0.04390079898235068,0.8405797101449275
1,CE10_chr7_11015414,-0.004951836227639144,0.1533674726091137,MAT,obs,MAT,0.27476136309796323,0.5682614371649077,0.0527704678201999,0.6956521739130435
1,CE10_chr7_11303734,-0.11217682953779136,0.2887074590261013,MAT,obs,MAT,0.01527302150560263,0.5038181811559611,0.18005652024861066,0.057971014492753624
1,CE10_chr7_18760873,0.4079344920988087,0.26783334666353237,MAT,obs,MAT,0.37106041882310187,0.5917151881333261,0.06780782859187508,0.855072463768116
1,CE10_chr7_23731913,0.00667940157148876,25587.68602558613,MAT,obs,MAT,0.00620748837018176,0.5015518671093855,0.0850923321859538,0.043478260869565216
1,CE10_chr7_28948567,0.5191037811166939,0.468295736637267,MAT,obs,MAT,0.4330794885538665,0.6066087816086019,0.07064289689410569,0.9565217391304348
1,CE10_chr7_30318081,0.4463618286987233,0.3469508529867619,MAT,obs,MAT,0.3741227544100502,0.5924548043475169,0.04173733572999641,0.8695652173913043
1,CE10_chr7_30318160,0.2761390451425376,0.35642255680041224,MAT,obs,MAT,0.39836132822580334,0.5982938880185555,0.04226479918179608,0.9130434782608695
1,CE10_chr7_40848773,0.24407392854574705,0.32942769712136033,MAT,obs,MAT,0.7408917834252213,0.6771908339314487,0.3012561129498567,1
1,CE10_chr8_4027355,0.5422590046550708,0.3391195914151001,MAT,obs,MAT,0.31397274081624704,0.5778546647263157,0.0410385772090663,0.7971014492753623
1,CE10_chr8_4030884,24.066756446318323,51031.21901126211,MAT,obs,MAT,0.3307355367184162,0.5819383334858659,0.04137915796028921,0.8115942028985508
1,CE10_chr8_47308615,0.21546861868384307,0.18660945927722358,MAT,obs,MAT,0.1455730875851819,0.5363291387267759,0.03400558744846651,0.2898550724637681
1,CE10_chr8_47310324,0.39684250096175266,0.35225422451872257,MAT,obs,MAT,0.00209482021494328,0.5005237048622226,0.03476060557226512,0.014492753623188406
1,CE10_chr8_47310455,23.522232563195743,54967.48161318666,MAT,obs,MAT,0.16773129315914856,0.5418347883311502,0.04052173999241233,0.4057971014492754
1,CE10_chr8_47752251,0.00667940157148876,25587.68602558613,MAT,obs,MAT,0.4918298152823749,0.6205373952284489,0.07494369342038175,0.9710144927536232
1,CE10_chr1_721069,-24.235040766666973,55512.81073836998,MAP,obs,MAP,-5.738139847319309e-4,0.49985654650775313,2.0528810375993676e-4,0.8307692307692308
1,CE10_chr1_2597178,-0.35790418477830055,0.20284650256827205,MAP,obs,MAP,-0.00119548774697794,0.4997011280988509,1.6855145270633525e-4,0.3923076923076923
1,CE10_chr1_12171428,-1.037398410378266,0.285110475988382,MAP,obs,MAP,-1.6401496553989197e-4,0.49995899625870693,1.5290321239747932e-4,0.9615384615384616
1,CE10_chr1_32671779,0.7177828229342742,0.47117237708011417,MAP,obs,MAP,-8.458943173459779e-4,0.49978852643327326,1.6030089947708943e-4,0.676923076923077
1,CE10_chr1_36935204,-0.025781048119191678,0.46807722236811067,MAP,obs,MAP,-7.823604748708482e-4,0.4998044098912588,1.689512195982282e-4,0.7
1,CE10_chr1_36936794,22.563005979506546,57274.18742939308,MAP,obs,MAP,-9.945082035619558e-4,0.4997513729696014,1.6168786144210966e-4,0.5846153846153846
1,CE10_chr1_36941008,23.376010196743575,55185.719072435975,MAP,obs,MAP,-0.00104496701090959,0.49973875827104464,1.6549314195366476e-4,0.5307692307692308
1,CE10_chr1_37374277,0.9915499007068977,0.5171089819239789,MAP,obs,MAP,-0.00146123989342567,0.4996346900916451,1.8019925816156713e-4,0.23076923076923078
1,CE10_chr1_38800054,0.3277614419888679,0.3011554088325919,MAP,obs,MAP,-8.396817552677994e-4,0.49979007957351695,2.3063516579478256e-4,0.6846153846153846
1,CE10_chr1_38801440,-0.34705511627982094,0.2142251682506486,MAP,obs,MAP,-7.131096915692857e-4,0.4998217225846626,1.5396437462605075e-4,0.7461538461538462
1,CE10_chr1_38804192,-0.47899762032647614,0.5575918905315305,MAP,obs,MAP,-0.00175027030721471,0.4995624325349017,1.9282400544906833e-4,0.14615384615384616
1,CE10_chr1_38806913,0.4922334115205722,0.37836082179602043,MAP,obs,MAP,-0.00132862283022469,0.49966784434130507,2.46022554561607e-4,0.2923076923076923
1,CE10_chr1_38809381,0.16347601406721485,0.22947778622121426,MAP,obs,MAP,-4.978483654270554e-4,0.49987553791121386,1.9944356852512685e-4,0.8769230769230769
1,CE10_chr1_38809930,0.1238778897743557,0.21521862120688337,MAP,obs,MAP,-9.496563274259968e-4,0.4997625859359861,2.178801773395241e-4,0.6230769230769231
1,CE10_chr1_38814297,-0.46367780855003704,0.5622908283026676,MAP,obs,MAP,-0.00166828275264896,0.49958292940856913,1.8698818754135535e-4,0.17692307692307693
1,CE10_chr1_38819336,-0.47899762032647614,0.5575918905315305,MAP,obs,MAP,-0.00172583535601783,0.4995685412680875,1.992924694236911e-4,0.16153846153846155
1,CE10_chr1_38824853,0.21685561178009957,0.2327520845968272,MAP,obs,MAP,-6.188736429036611e-4,0.49984528159421227,2.149618022965196e-4,0.8
1,CE10_chr1_38825189,-0.008414970746026778,25328.34411986992,MAP,obs,MAP,-7.228316556095125e-4,0.49981929209396575,1.5658371253692783e-4,0.7230769230769231
1,CE10_chr1_41599144,0.29311554632265624,0.17267461189497407,MAP,obs,MAP,-3.3118032568439523e-4,0.49991720491933567,1.5033185024996312e-4,0.9076923076923077
1,CE10_chr2_9752514,0.1067699028096511,0.1576186152392737,MAP,obs,MAP,-5.127889796946921e-4,0.49987180275788545,1.820663579884264e-4,0.8692307692307693
1,CE10_chr2_18599218,0.10349297966199028,0.20883578602710332,MAP,obs,MAP,-7.297369405393003e-4,0.49981756577296094,1.6326917661208814e-4,0.7153846153846154
1,CE10_chr2_18602600,0.1408138836212001,0.24444100436809008,MAP,obs,MAP,-8.713707901551251e-4,0.4997821573162449,1.739814485180154e-4,0.6538461538461539
1,CE10_chr2_18767948,-0.3092776386497041,0.18277616282906672,MAP,obs,MAP,-4.7188977782274786e-4,0.4998820275577334,1.533269378132454e-4,0.8846153846153846
1,CE10_chr2_18992699,0.7048370522110481,0.44292195899353576,MAP,obs,MAP,-6.483853086465533e-4,0.49983790367851727,1.9336051413191787e-4,0.7692307692307693
1,CE10_chr2_37365683,0.3268262757402423,0.28000010113317403,MAP,obs,MAP,-0.00363433681412329,0.4990914167965469,0.00169505282820118,0.023076923076923078
1,CE10_chr2_40551025,0.00667940157148876,25587.68602558613,MAP,obs,MAP,-0.00164094454884405,0.4995897639548425,2.2016799717274323e-4,0.18461538461538463
1,CE10_chr2_41154260,-0.2671918122433791,0.16026774846823752,MAP,obs,MAP,-6.373369979355256e-4,0.4998406657559096,1.5706578229502635e-4,0.7846153846153846
1,CE10_chr2_44839490,-0.28282615788522447,0.41108290421762056,MAP,obs,MAP,-8.681168986771683e-4,0.4997829707889606,2.6138119651965155e-4,0.6615384615384615
1,CE10_chr2_51394314,-0.4353858949929615,0.2105767406290503,MAP,obs,MAP,-5.81735489116193e-4,0.4998545661318224,1.6699778044403427e-4,0.823076923076923
1,CE10_chr2_51807255,-7.097652799839407,13440.291160239876,MAP,obs,MAP,-5.214304903134915e-4,0.4998696423803752,0.00112503639998859,0.8538461538461538
1,CE10_chr2_51899790,-0.06582591045472999,0.19962130957667476,MAP,obs,MAP,-0.00145744059511402,0.4996356399157173,1.8230065320870063e-4,0.23846153846153847
1,CE10_chr2_53118124,-0.2731839640240341,0.29546137890386587,MAP,obs,MAP,-0.00486398561251495,0.49878400599423856,7.719596812367539e-4,0.015384615384615385
1,CE10_chr3_10785844,0.028832878302253433,25931.974214770526,MAP,obs,MAP,-0.00201488342350465,0.49949627931453905,2.1493599156143217e-4,0.06153846153846154
1,CE10_chr3_17147449,0.020189878562971816,25389.944668325577,MAP,obs,MAP,-0.00210466645993422,0.4994738335792429,2.281649535428556e-4,0.046153846153846156
1,CE10_chr3_18134809,22.70620341443551,56961.40735899042,MAP,obs,MAP,-0.0020633258595631,0.4994841687181138,2.2246546521765737e-4,0.05384615384615385
1,CE10_chr3_21030630,22.835617651134843,57082.928721121476,MAP,obs,MAP,-0.00191591476212995,0.49952102145598415,2.1738306288169375e-4,0.1
1,CE10_chr3_23041587,0.00667940157148876,25587.68602558613,MAP,obs,MAP,-0.0020126458441783,0.4994968387088035,2.476795151332912e-4,0.06923076923076923
1,CE10_chr3_24257330,0.00667940157148876,25587.68602558613,MAP,obs,MAP,-0.00193801776544876,0.4995154957102841,2.387576518060096e-4,0.09230769230769231
1,CE10_chr3_34939821,0.8107765876423243,0.3487705282249574,MAP,obs,MAP,-3.0415526949250217e-4,0.49992396118321303,1.866370246540265e-4,0.9153846153846154
1,CE10_chr3_34946312,0.4388237016948274,0.3421756481227432,MAP,obs,MAP,-6.132418108850255e-4,0.4998466895520833,1.7342522376403562e-4,0.8076923076923077
1,CE10_chr3_34946478,0.00667940157148876,25587.68602558613,MAP,obs,MAP,-0.00168133555208347,0.4995796662109989,2.135590437553153e-4,0.16923076923076924
1,CE10_chr3_43609876,24.072959971941934,51189.70948892406,MAP,obs,MAP,-0.00115082542555231,0.499712293675365,1.764565088477876e-4,0.47692307692307695
1,CE10_chr3_49430352,0.17888942601520053,0.2150213502040862,MAP,obs,MAP,-6.624737377801549e-4,0.4998343815716121,1.552166938638562e-4,0.7615384615384615
1,CE10_chr4_4248913,-0.09790018980106455,0.16498016591833956,MAP,obs,MAP,-0.0012807710776758,0.4996798072743507,1.7104415771247686e-4,0.33076923076923076
1,CE10_chr4_7333178,0.005090868981036889,25137.533688556803,MAP,obs,MAP,-0.00173610878441292,0.4995659729129126,3.29216062173896e-4,0.15384615384615385
1,CE10_chr4_24470715,0.15430886592123447,29683.18570918226,MAP,obs,MAP,-0.00115156561970145,0.4997121086268891,3.6471634598599e-4,0.46923076923076923
1,CE10_chr4_29957256,-0.3325391970458968,0.780380459601195,MAP,obs,MAP,-0.00178087161131898,0.49955478221483773,5.327818082283654e-4,0.13076923076923078
1,CE10_chr4_37286264,0.23590160356124068,0.20952096929160957,MAP,obs,MAP,-0.00151408449111147,0.4996214789495339,2.0098271526583863e-4,0.2153846153846154
1,CE10_chr5_7696347,0.33459150652770403,0.22008755307231767,MAP,obs,MAP,-5.452398084026421e-4,0.4998636900512762,1.781021110158303e-4,0.8461538461538461
1,CE10_chr5_11180046,0.47954415646610604,0.2673888971247661,MAP,obs,MAP,-6.243832015741737e-4,0.49984390420467767,1.528521180664795e-4,0.7923076923076923
1,CE10_chr5_41935975,-0.1271490092303785,0.15887025770030463,MAP,obs,MAP,-5.132736250318396e-4,0.49987168159655926,1.7999320657228045e-4,0.8615384615384616
1,CE10_chr5_45891576,0.09827889501477352,0.2068562635337618,MAP,obs,MAP,-9.674461146115712e-4,0.49975813849021133,1.6469962558146882e-4,0.6076923076923076
1,CE10_chr6_297348,-0.005090405616809115,25137.50552976592,MAP,obs,MAP,-0.00141195072220232,0.49964701237809256,7.278411940998335e-4,0.25384615384615383
1,CE10_chr6_1663400,0.4157398675866404,0.42438885419436634,MAP,obs,MAP,-0.00194263159477732,0.4995143422540376,2.2353124130073575e-4,0.08461538461538462
1,CE10_chr6_2638799,0.16986331643959054,0.17019501613595373,MAP,obs,MAP,-6.786386199889524e-4,0.49983034035151414,1.6986162967219453e-4,0.7538461538461538
1,CE10_chr6_2959667,0.011702005796964152,0.3850258646654948,MAP,obs,MAP,-0.00154906002626261,0.4996127350708739,1.8689363013172703e-4,0.2
1,CE10_chr6_5667682,0.41395799977480385,0.33668785706577536,MAP,obs,MAP,-0.00198290326813149,0.4995042743453959,2.103292936549034e-4,0.07692307692307693
1,CE10_chr6_29859239,0,0.5773502691896573,MAP,obs,MAP,-8.238312169372743e-5,0.49997940421958814,2.101518586368812e-4,0.9923076923076923
1,CE10_chr6_52689242,0.0636093957105438,25682.581137894736,MAP,obs,MAP,-0.00103440517208436,0.4997413987300373,8.760601651747302e-4,0.5538461538461539
1,CE10_chr6_53400520,-0.4127668977488001,0.22745773920629814,MAP,obs,MAP,-0.00132738387141594,0.4996681540808706,2.015473063873418e-4,0.3
1,CE10_chr6_54469590,0.3706809132101844,0.1724959661979258,MAP,obs,MAP,-5.611932554844307e-4,0.499859701689811,1.5067235853169568e-4,0.8384615384615385
1,CE10_chr6_54470076,-0.03779884277832735,0.18024057148300895,MAP,obs,MAP,-4.5434089470028176e-4,0.49988641477827894,1.581394760461264e-4,0.8923076923076924
1,CE10_chr6_54470821,-0.06875371726134868,0.642736782203818,MAP,obs,MAP,-8.474378812805256e-4,0.4997881405423587,0.00260573046632183,0.6692307692307692
1,CE10_chr6_54471378,0.46325387804930046,0.19778527655819425,MAP,obs,MAP,-6.387582225133329e-4,0.4998403104498013,1.6066048803366144e-4,0.7769230769230769
1,CE10_chr6_54471431,0.30061112142866975,0.18931783211054234,MAP,obs,MAP,-9.266991616083118e-4,0.4997683252261777,1.706522728748493e-4,0.6307692307692307
1,CE10_chr6_54473473,0.062230175074477194,0.2223438522004077,MAP,obs,MAP,-9.573226697738224e-4,0.4997606693508349,1.591947537824909e-4,0.6153846153846154
1,CE10_chr6_54473683,0.11192708199435467,0.22363746547453348,MAP,obs,MAP,-9.089526714798336e-4,0.4997727618477753,1.604220191305999e-4,0.6461538461538462
1,CE10_chr6_54473729,0.19806169211752966,0.21857253061839813,MAP,obs,MAP,-9.191218675955644e-4,0.4997702195492773,1.5790876183271397e-4,0.6384615384615384
1,CE10_chr6_54476287,0.5191037811166939,0.468295736637267,MAP,obs,MAP,-0.00175043934464445,0.4995623902755766,1.8944726853654717e-4,0.13846153846153847
1,CE10_chr6_54477127,0.1027466702109195,0.17085939648770088,MAP,obs,MAP,-7.207916313564198e-4,0.4998198020999626,1.590806597862847e-4,0.7384615384615385
1,CE10_chr6_56542670,0.03974723163997073,0.27403286311940567,MAP,obs,MAP,-9.81432477657809e-4,0.4997546419002798,1.772746291628294e-4,0.5923076923076923
1,CE10_chr6_58952579,0.023705583917304027,0.38230715686996347,MAP,obs,MAP,-0.0019093876615054,0.49952265322964806,2.0369785776746223e-4,0.1076923076923077
1,CE10_chr7_982905,0.2591078620596607,0.2558991346033468,MAP,obs,MAP,-0.00179905152942298,0.49955023723895225,1.8931090076092943e-4,0.12307692307692308
1,CE10_chr7_2535310,23.661809044143773,53805.18584242101,MAP,obs,MAP,-0.0011949235594573,0.4997012691456807,1.7101862580530593e-4,0.4076923076923077
1,CE10_chr7_2535959,22.823135534639885,56727.48725166194,MAP,obs,MAP,-0.00117550106984765,0.4997061247663778,1.7048325881745925e-4,0.45384615384615384
1,CE10_chr7_2536471,23.78885915510671,53081.091569569835,MAP,obs,MAP,-0.0012284239552525901,0.4996928940498061,1.7272223953246254e-4,0.36923076923076925
1,CE10_chr7_2542296,-0.07026840319201676,0.1579603104844204,MAP,obs,MAP,-1.897809269222348e-4,0.49995255476841183,1.4765843540528927e-4,0.9461538461538461
1,CE10_chr7_9883449,0.2610922575024627,0.17964751613961422,MAP,obs,MAP,-0.00100616268682194,0.49974845934951545,1.6779255377329967e-4,0.5769230769230769
1,CE10_chr7_15769730,0.7473778956367567,0.4754363554310229,MAP,obs,MAP,-7.221046335093649e-4,0.499819473849467,1.5987633699260018e-4,0.7307692307692307
1,CE10_chr7_30609338,0.40903592287414364,0.34106951374385147,MAP,obs,MAP,-0.00240589157735998,0.4993985273957861,2.163267444065866e-4,0.038461538461538464
1,CE10_chr7_30652811,0.40903592287414364,0.34106951374385147,MAP,obs,MAP,-0.00241990348503815,0.4993950244239652,2.161303122861557e-4,0.03076923076923077
1,CE10_chr7_39808984,1.5207696270580209,0.906553172388917,MAP,obs,MAP,-0.00182262481846866,0.4995443439215222,2.0043142566529787e-4,0.11538461538461539
1,CE10_chr7_41247518,-0.0260815063091523,0.1991645978555548,MAP,obs,MAP,-0.00140374670633089,0.49964906338104415,1.7635815235879444e-4,0.26153846153846155
1,CE10_chr7_41247693,0.09141996548219378,0.21084590741538867,MAP,obs,MAP,-0.00129159598207445,0.49967710104937024,1.833447025632503e-4,0.3230769230769231
1,CE10_chr7_41247812,0.09498270273583774,0.19219043814904352,MAP,obs,MAP,-0.00135844265816609,0.4996603893876839,1.7301672447658876e-4,0.27692307692307694
1,CE10_chr7_41247828,0.2623400362582397,0.20505002674771625,MAP,obs,MAP,-0.00138392753118235,0.4996540181724248,1.7291829816092148e-4,0.2692307692307692
1,CE10_chr7_41248031,0.12486188070899396,0.2032028135498531,MAP,obs,MAP,-0.00144738877226217,0.49963815287010505,1.770801513562128e-4,0.24615384615384617
1,CE10_chr7_41248301,0.05325383680582184,0.1994325352570151,MAP,obs,MAP,-0.00127855801338667,0.4996803605401965,1.704727458495668e-4,0.3384615384615385
1,CE10_chr7_41248417,0.4144637814784352,0.2139363177487478,MAP,obs,MAP,-0.00116291263243662,0.49970927187465514,1.6529258742742012e-4,0.46153846153846156
1,CE10_chr7_41251230,-0.03418060795432993,0.15964819308869385,MAP,obs,MAP,-0.00118472633276859,0.4997038184514507,1.6783566523782367e-4,0.4230769230769231
1,CE10_chr7_41251302,-0.0073309528400910965,0.15703370136686945,MAP,obs,MAP,-7.710825957383663e-4,0.49980722936061667,1.580641624679136e-4,0.7076923076923077
1,CE10_chr7_41251950,-0.1126902890305504,0.16856820683448823,MAP,obs,MAP,-0.00117572364569177,0.49970606912243615,1.6630720495810686e-4,0.4461538461538462
1,CE10_chr7_41251977,-0.15355812365237673,0.17206501010578376,MAP,obs,MAP,-0.00118033321066354,0.499704916731593,1.672589749612296e-4,0.4307692307692308
1,CE10_chr7_41252172,-0.07678178730837135,0.16570604307853812,MAP,obs,MAP,-0.00119495466254064,0.4997012613699126,1.6729453080858346e-4,0.4
1,CE10_chr7_41253054,-0.3653437989278936,0.16667659287212983,MAP,obs,MAP,-0.00111710294790811,0.49972072429206577,1.678612523082354e-4,0.5
1,CE10_chr7_41253107,-0.2368073640994721,0.1623269123503747,MAP,obs,MAP,-0.00119611960143358,0.4997009701352935,1.7340758956038225e-4,0.38461538461538464
1,CE10_chr7_41253384,-0.22744293661028497,0.16748818780168784,MAP,obs,MAP,-0.00113879960528286,0.4997153001294473,1.6473294848777344e-4,0.49230769230769234
1,CE10_chr7_41253864,-0.05851885664009921,0.1711906813433094,MAP,obs,MAP,-0.00110334171720283,0.499724164598682,1.6990916752837067e-4,0.5076923076923077
1,CE10_chr7_41253902,-2.626469375970698e-15,0.16491584089153716,MAP,obs,MAP,-0.00103231859335522,0.4997419203745804,1.6567362673779285e-4,0.5615384615384615
1,CE10_chr7_41253948,-0.03715600371215486,0.16329493709850965,MAP,obs,MAP,-9.77566042811964e-4,0.4997556085087595,1.6211891576301663e-4,0.6
1,CE10_chr7_41254051,-0.07818607678592948,0.16811512165818288,MAP,obs,MAP,-0.00117893654367121,0.4997052658982195,1.6649220260019543e-4,0.43846153846153846
1,CE10_chr7_41265016,-0.1853508080610324,0.17755366236485962,MAP,obs,MAP,-0.00108026928825624,0.4997299327041995,1.6705073625248844e-4,0.5230769230769231
