Site,snp_ID,Slope,SE,ENV,Type
1,CE10_chr2_545931,0.03845412172288241,26055.081618635537,MAT,obs
1,CE10_chr2_2890930,0.47398758402432534,0.9749849033596463,MAT,obs
1,CE10_chr2_3439683,-0.29916415452335543,0.3230481518701906,MAT,obs
1,CE10_chr2_4510445,0.7249752129542777,0.3657762399835375,MAT,obs
1,CE10_chr2_4626784,0.05544310198479773,25528.41323824589,MAT,obs
1,CE10_chr2_5713808,8.590637913591837e-8,25707.9578034215,MAT,obs
1,CE10_chr2_5717679,0.33116358130296386,0.2866952596635271,MAT,obs
1,CE10_chr2_6279968,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr2_9090388,0.0666856520313471,0.38879435177850297,MAT,obs
1,CE10_chr2_9706280,-0.03422442989967995,25271.267542096844,MAT,obs
1,CE10_chr2_9885369,22.70620341443551,56961.40735899042,MAT,obs
1,CE10_chr2_12070341,-22.706205684619437,56961.47202790615,MAT,obs
1,CE10_chr2_12769496,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr2_13563156,23.391552808911843,55045.941136681024,MAT,obs
1,CE10_chr2_14651111,NA,NA,MAT,obs
1,CE10_chr2_18511041,0.8817587537296966,0.4815236145940995,MAT,obs
1,CE10_chr2_18582838,0.8817587537296966,0.4815236145940995,MAT,obs
1,CE10_chr2_18632042,24.073550788131918,51204.742894791736,MAT,obs
1,CE10_chr2_18922786,-0.014207611622535315,0.17588065969539016,MAT,obs
1,CE10_chr2_18950140,-0.49306622022911273,0.45217533427692963,MAT,obs
1,CE10_chr2_18963606,-0.7170430552372454,0.3999346569443515,MAT,obs
1,CE10_chr2_19315050,-0.23794609822960014,0.49010818526770167,MAT,obs
1,CE10_chr2_23011420,0.9753326750968307,0.4726254592457878,MAT,obs
1,CE10_chr2_39291894,0.04250214722655114,25743.331862416602,MAT,obs
1,CE10_chr2_39783336,0.05165208464181008,0.20151292592672118,MAT,obs
1,CE10_chr2_39921676,-0.72358294513347,0.3079153191607158,MAT,obs
1,CE10_chr2_41091592,0.9398625106654774,0.49414426849916004,MAT,obs
1,CE10_chr2_41149330,-0.35941736983852296,0.18187788058861443,MAT,obs
1,CE10_chr2_41157232,-0.37202042680770925,0.16813195546345305,MAT,obs
1,CE10_chr2_42400519,-0.45655336247538525,0.7817345693181466,MAT,obs
1,CE10_chr2_43737388,-22.219417868182433,38800.855039903574,MAT,obs
1,CE10_chr2_44949494,-23.563677428477423,56119.96656876621,MAT,obs
1,CE10_chr2_49497774,0.279514987384047,0.24435745581682175,MAT,obs
1,CE10_chr2_51421064,-0.3037592514374979,0.23441975143397453,MAT,obs
1,CE10_chr2_51809393,0.38758983361052224,0.23465823644704706,MAT,obs
1,CE10_chr2_52024231,-0.15080716028853025,0.18633405438501668,MAT,obs
1,CE10_chr2_52485416,0.10532095818419748,0.1810899804789278,MAT,obs
1,CE10_chr3_1210629,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr3_1684355,0.2728544406500966,0.2778912802722015,MAT,obs
1,CE10_chr3_2414884,0.2130391217460327,33834.69741426812,MAT,obs
1,CE10_chr3_2474969,-0.04722139335762607,26467.967971968323,MAT,obs
1,CE10_chr3_2751185,0.0716192847109727,28170.945405352584,MAT,obs
1,CE10_chr3_2904519,-0.053559703939473284,26321.271746852894,MAT,obs
1,CE10_chr3_5899719,23.391552808911843,55045.941136681024,MAT,obs
1,CE10_chr3_5900852,-0.028832965357233547,25931.993804726542,MAT,obs
1,CE10_chr3_6999948,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr3_10812002,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr3_12991090,0.4824668420949053,0.32300085562329434,MAT,obs
1,CE10_chr3_13096437,0.05356190700141157,26321.303424005415,MAT,obs
1,CE10_chr3_14145608,0.020189878562971816,25389.944668325577,MAT,obs
1,CE10_chr3_14480566,0.1773430130380005,0.16799555169935687,MAT,obs
1,CE10_chr3_24936445,0.21215679619446054,27570.00350467614,MAT,obs
1,CE10_chr3_37975744,0.22175471080196715,0.3556114561548141,MAT,obs
1,CE10_chr3_41094830,-0.020189622334577925,25389.973451038695,MAT,obs
1,CE10_chr3_41541226,0.2601585624342015,29124.962421086035,MAT,obs
1,CE10_chr3_42916103,-23.39062287810473,55020.391983635796,MAT,obs
1,CE10_chr3_43102264,0.6165980331205023,0.361562502489262,MAT,obs
1,CE10_chr3_44311786,-0.06972389379495209,0.18221959678459254,MAT,obs
1,CE10_chr3_45871986,1.2695835143387053,0.8665145522518154,MAT,obs
1,CE10_chr3_46554931,-0.3930347497433498,0.34001551762133425,MAT,obs
1,CE10_chr3_47822878,0.597361176050312,0.2431329745615333,MAT,obs
1,CE10_chr3_49436387,0.4440078651138204,0.18695976871403372,MAT,obs
1,CE10_chr4_1176101,-0.2672068825652083,0.19834004653460985,MAT,obs
1,CE10_chr4_1176868,-0.20854435244926112,26338.050254174144,MAT,obs
1,CE10_chr4_1413552,0.4093762988031512,0.2988936450750832,MAT,obs
1,CE10_chr4_3709225,0.33108634306616386,0.2958518855096055,MAT,obs
1,CE10_chr4_6588182,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr4_7255012,0.5100340364053209,0.3134800903622728,MAT,obs
1,CE10_chr4_8505370,1.3986264666299608,0.6556946022627994,MAT,obs
1,CE10_chr4_8892587,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr4_8899763,-0.04032292369145792,0.2662750754467519,MAT,obs
1,CE10_chr4_10852635,-0.025592947633582528,25012.31953921433,MAT,obs
1,CE10_chr4_16166180,-0.020189622334577925,25389.973451038695,MAT,obs
1,CE10_chr4_17084247,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr4_25363780,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr4_33913987,-0.05848410229120105,0.40664209428955905,MAT,obs
1,CE10_chr4_34113987,0.0162557393136638,0.3894350042750927,MAT,obs
1,CE10_chr4_36037763,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr4_37236437,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr4_37658671,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr4_40297522,22.70620341443551,56961.40735899042,MAT,obs
1,CE10_chr4_43732031,22.70620341443551,56961.40735899042,MAT,obs
1,CE10_chr4_43854005,0.11512793398788201,0.15668005411571642,MAT,obs
1,CE10_chr4_45367078,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr4_45524715,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr4_47526264,-0.12058183357063351,0.15468520797572216,MAT,obs
1,CE10_chr4_47526563,-0.4482906369319177,0.1910186264179664,MAT,obs
1,CE10_chr4_48268453,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr5_321078,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr5_791669,-0.14821034035274042,0.46895170641344575,MAT,obs
1,CE10_chr5_3851138,-22.706205684619437,56961.47202790615,MAT,obs
1,CE10_chr5_5305959,21.453160140496937,58606.02772524844,MAT,obs
1,CE10_chr5_5475246,-0.07596473963032714,27949.494950782206,MAT,obs
1,CE10_chr5_6592466,0.07133475072601586,0.22179833007167227,MAT,obs
1,CE10_chr5_6599285,-0.041760518264410545,0.2352222678654879,MAT,obs
1,CE10_chr5_6617039,-0.6406491199257489,0.2995900733515429,MAT,obs
1,CE10_chr5_7450913,22.563005979506546,57274.18742939308,MAT,obs
1,CE10_chr5_7696347,0.33459150652770403,0.22008755307231767,MAT,obs
1,CE10_chr5_9052205,-0.011702005796887585,0.3850258646655638,MAT,obs
1,CE10_chr5_11064948,0.25137614317722723,0.15437539424048924,MAT,obs
1,CE10_chr5_35111467,0.15430886592123447,29683.18570918226,MAT,obs
1,CE10_chr5_42985195,0.4090359229852538,0.3410724319033308,MAT,obs
1,CE10_chr5_42985612,0.16215029185158716,0.3930991579644594,MAT,obs
1,CE10_chr5_44783577,-0.0579529922763436,27496.364565850366,MAT,obs
1,CE10_chr5_45030263,-0.14324251159507667,26991.53046098963,MAT,obs
1,CE10_chr5_45111328,22.702651977093698,56860.48242115562,MAT,obs
1,CE10_chr5_47278275,-0.10563166387362048,0.1658022114376702,MAT,obs
1,CE10_chr5_47630339,24.188722528264062,50217.12074473453,MAT,obs
1,CE10_chr5_50256064,0.020189878562971816,25389.944668325577,MAT,obs
1,CE10_chr5_50310805,-23.150797003014507,57227.4999479446,MAT,obs
1,CE10_chr5_51295394,0.15430886592123447,29683.18570918226,MAT,obs
1,CE10_chr5_51419472,-23.405472213136985,55430.30778881239,MAT,obs
1,CE10_chr6_257233,0.2901862240490861,0.16449152588047725,MAT,obs
1,CE10_chr6_670142,0.15430886592123447,29683.18570918226,MAT,obs
1,CE10_chr6_1229607,0.13790127539263605,0.3908769034715004,MAT,obs
1,CE10_chr6_1416066,0.41615377771843004,0.26298445711821733,MAT,obs
1,CE10_chr6_1962934,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr6_1971018,0.3100211334908365,0.4160309064929033,MAT,obs
1,CE10_chr6_2294499,0.45591427249144256,0.23528406519343334,MAT,obs
1,CE10_chr6_2858468,-0.09549436708882736,0.3480737320473444,MAT,obs
1,CE10_chr6_4650751,-0.37502746911700086,0.3727022777133885,MAT,obs
1,CE10_chr6_8042005,0.11929297114919861,27388.75729783735,MAT,obs
1,CE10_chr6_8500591,0.11059453871030361,27517.011930593664,MAT,obs
1,CE10_chr6_9162858,0.05507153329201707,26500.742196696534,MAT,obs
1,CE10_chr6_10140458,0.8692172654863506,0.46946578098945435,MAT,obs
1,CE10_chr6_10163575,0.4725317401430308,0.783073925491103,MAT,obs
1,CE10_chr6_10237742,0.013731440613350243,25669.408009625127,MAT,obs
1,CE10_chr6_11859862,0.0857007069733364,0.2228650138826958,MAT,obs
1,CE10_chr6_11907357,0.1449303022810927,0.15677242700957744,MAT,obs
1,CE10_chr6_12114399,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr6_13558632,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr6_13916704,0.011702005796964152,0.3850258646654948,MAT,obs
1,CE10_chr6_14547249,-0.3172167827004472,0.4121971264956926,MAT,obs
1,CE10_chr6_15100550,-0.1864001319926945,0.17073125049927512,MAT,obs
1,CE10_chr6_16536341,-0.5191037811166982,0.4682957366372301,MAT,obs
1,CE10_chr6_16539929,23.65420445024464,54361.59716941024,MAT,obs
1,CE10_chr6_17586860,0.09285827489389396,0.155371122215157,MAT,obs
1,CE10_chr6_32263270,-0.013514938648006312,25907.30097622896,MAT,obs
1,CE10_chr6_37043988,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr6_41825773,0.39679269605177675,0.33952676904548357,MAT,obs
1,CE10_chr6_43622056,0.29916415451566863,0.32304756058338313,MAT,obs
1,CE10_chr6_43929932,-0.053559703939473284,26321.271746852894,MAT,obs
1,CE10_chr6_46773586,0.3778649082502215,0.2820465042554686,MAT,obs
1,CE10_chr6_47909481,23.39285546309603,55081.69107317776,MAT,obs
1,CE10_chr6_49213622,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr6_49607318,-0.015373824275070908,0.30374979034990507,MAT,obs
1,CE10_chr6_50220647,-0.04722486268445748,0.15376426882523875,MAT,obs
1,CE10_chr6_50832604,0.5149028022621819,0.3319845972112644,MAT,obs
1,CE10_chr6_51555617,0.06594729792818647,23590.74199246689,MAT,obs
1,CE10_chr6_51647498,3.240356350835094e-15,37052.74494683916,MAT,obs
1,CE10_chr6_52686214,-0.23443478953370808,0.17001456942639862,MAT,obs
1,CE10_chr6_52689717,-0.2452038426831211,0.16822133647945992,MAT,obs
1,CE10_chr6_53094157,0.11048391863946556,25554.394588302814,MAT,obs
1,CE10_chr6_55014319,0.17021784624151795,0.1572973103005056,MAT,obs
1,CE10_chr6_55099913,0.5048744089628765,0.7991676489039862,MAT,obs
1,CE10_chr6_55735488,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr6_56200603,23.149029800116242,55861.239134862226,MAT,obs
1,CE10_chr6_56409031,-0.06223017508760387,0.22234299966525678,MAT,obs
1,CE10_chr6_56496994,-0.4878400711877394,0.453385760603713,MAT,obs
1,CE10_chr6_56505735,0.42115504886157007,0.16570929415207372,MAT,obs
1,CE10_chr6_56508033,0.5731762389230006,0.1995267675004642,MAT,obs
1,CE10_chr6_56508360,0.6375405803511522,0.18275495592787977,MAT,obs
1,CE10_chr6_56508405,0.6156537310090525,0.1820555928072466,MAT,obs
1,CE10_chr6_56508510,0.47925276787765186,0.16992537407902572,MAT,obs
1,CE10_chr6_56508903,0.3717421487388077,0.17246492112136488,MAT,obs
1,CE10_chr6_56512550,0.4048168021313529,0.16724495895391356,MAT,obs
1,CE10_chr6_57091044,0.5041631974117337,0.47207556671645623,MAT,obs
1,CE10_chr6_57531287,0.15918652379334758,0.18136842549182572,MAT,obs
1,CE10_chr6_58488134,0.12730191492371012,0.19875630828583254,MAT,obs
1,CE10_chr6_60507741,0.5282330886054918,0.8187124946804519,MAT,obs
1,CE10_chr6_60677520,0.5048744089628765,0.7991676489039862,MAT,obs
1,CE10_chr6_60718601,0.41056253941096355,0.25689478012843725,MAT,obs
1,CE10_chr6_60937551,0.029065655296458385,0.20054531137043546,MAT,obs
1,CE10_chr7_1509525,0.7864144486392338,0.3762343095223089,MAT,obs
1,CE10_chr7_2230606,0.10138243650872979,0.3384207153589753,MAT,obs
1,CE10_chr7_2265616,-0.18506661433804175,0.21010915034048608,MAT,obs
1,CE10_chr7_2901098,-22.56372811515433,57294.91105991954,MAT,obs
1,CE10_chr7_5693456,0.7057526904017666,0.4747285012872566,MAT,obs
1,CE10_chr7_5725063,0.020227923901472784,25001.773005050658,MAT,obs
1,CE10_chr7_6384540,0.011543868992994713,0.46836441321267824,MAT,obs
1,CE10_chr7_6774211,-0.32522090066692755,0.4176611528252888,MAT,obs
1,CE10_chr7_8719138,-0.7523580223886688,0.5699113798294128,MAT,obs
1,CE10_chr7_8749564,0.05356190700141157,26321.303424005415,MAT,obs
1,CE10_chr7_8814223,-0.013732599781235859,25669.44281314293,MAT,obs
1,CE10_chr7_10692194,0.02813037392952297,24193.41179794984,MAT,obs
1,CE10_chr7_11015414,-0.004951836227639144,0.1533674726091137,MAT,obs
1,CE10_chr7_11303734,-0.11217682953779136,0.2887074590261013,MAT,obs
1,CE10_chr7_12840218,NA,NA,MAT,obs
1,CE10_chr7_17110835,-0.0017857546657194055,0.15039814683162614,MAT,obs
1,CE10_chr7_18760873,0.4079344920988087,0.26783334666353237,MAT,obs
1,CE10_chr7_21296983,0.027423707098035384,25093.202886215604,MAT,obs
1,CE10_chr7_22351842,0.15430886592123447,29683.18570918226,MAT,obs
1,CE10_chr7_23731913,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr7_24106271,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr7_25095285,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr7_25619547,-0.05366364588372053,25917.459815914524,MAT,obs
1,CE10_chr7_27019112,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr7_28547523,0.15430886592123447,29683.18570918226,MAT,obs
1,CE10_chr7_28948567,0.5191037811166939,0.468295736637267,MAT,obs
1,CE10_chr7_30059557,0.5422590044044511,0.3391150755260585,MAT,obs
1,CE10_chr7_30924004,0.40241546774906084,0.2628134741900677,MAT,obs
1,CE10_chr7_33956812,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr7_35379076,0.012031645393484865,0.30240536745464575,MAT,obs
1,CE10_chr7_35870298,0.028832878302253433,25931.974214770526,MAT,obs
1,CE10_chr7_37169887,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr7_37206677,-0.09503139686333059,25270.035840755234,MAT,obs
1,CE10_chr7_40327334,0.18532031765801424,0.15326151100104862,MAT,obs
1,CE10_chr7_40848773,0.24407392854574705,0.32942769712136033,MAT,obs
1,CE10_chr7_42801383,0.021005460557649756,30768.73535037989,MAT,obs
1,CE10_chr7_43181374,-0.34066790488942117,0.22095858195762313,MAT,obs
1,CE10_chr7_44325452,-6.866362328632213e-4,0.1572224871381274,MAT,obs
1,CE10_chr7_45574575,NA,NA,MAT,obs
1,CE10_chr7_45797983,0.1647404142893287,0.4971111621157654,MAT,obs
1,CE10_chr8_1037756,11.790834812889665,20021.044134650536,MAT,obs
1,CE10_chr8_1122352,-0.46332090750553867,0.5476141120830446,MAT,obs
1,CE10_chr8_3713222,0.050446454084829714,28148.378497726873,MAT,obs
1,CE10_chr8_3943205,0.11407845071795791,0.20729736941852,MAT,obs
1,CE10_chr8_4009990,0.5207035672003121,0.4529874017067789,MAT,obs
1,CE10_chr8_4027355,0.5422590046550708,0.3391195914151001,MAT,obs
1,CE10_chr8_4223515,-0.3023959339018492,0.370285317834281,MAT,obs
1,CE10_chr8_4688053,-0.01785044294161158,0.1733720188801816,MAT,obs
1,CE10_chr8_5910154,-0.02970035037250937,0.16095487678804016,MAT,obs
1,CE10_chr8_6880664,0.13077244758105336,0.25777658877889004,MAT,obs
1,CE10_chr8_7158973,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr8_7861344,0.27421146260470103,0.2293831405856776,MAT,obs
1,CE10_chr8_8020014,-0.06942391625790326,0.5101521334071905,MAT,obs
1,CE10_chr8_9517886,-0.04250287300411276,25743.33314692493,MAT,obs
1,CE10_chr8_11198607,0.34169116475758804,0.16071913281002703,MAT,obs
1,CE10_chr8_11496521,-0.09068121298284706,0.15633393591231035,MAT,obs
1,CE10_chr8_17101005,-0.12947331657044386,0.20920368535372347,MAT,obs
1,CE10_chr8_20022066,0.030166676803870623,0.3817963501772915,MAT,obs
1,CE10_chr8_31005338,0.049141544664064354,0.4700873339996288,MAT,obs
1,CE10_chr8_31215032,-0.006680104095818725,25587.71544334981,MAT,obs
1,CE10_chr8_43905766,-0.1909840109449251,0.3981564085495895,MAT,obs
1,CE10_chr8_43989073,0.10138243610620314,0.338413316552805,MAT,obs
1,CE10_chr8_44274605,-0.1826118203266192,0.15414151431663511,MAT,obs
1,CE10_chr8_44720211,-0.6739841287945824,0.456716554506796,MAT,obs
1,CE10_chr8_46543424,-0.1575641834835754,25635.890022258238,MAT,obs
1,CE10_chr8_47752251,0.00667940157148876,25587.68602558613,MAT,obs
1,CE10_chr8_47947960,-0.04518225623642181,0.17614181037259494,MAT,obs
1,CE10_chr8_48588387,-7.189563809484887e-16,22581.41362977537,MAT,obs
1,CE10_chr8_50517151,0.03845412172288241,26055.081618635537,MAT,obs
1,CE10_chr1_263150,-0.789696048541344,0.2752526422623652,MAP,obs
1,CE10_chr1_325019,0.2945691827231276,0.18725622790923374,MAP,obs
1,CE10_chr1_721069,-24.235040766666973,55512.81073836998,MAP,obs
1,CE10_chr1_1155679,-0.15994383735641893,0.48667949857991183,MAP,obs
1,CE10_chr1_1333575,0.015325800730710088,25067.62109130008,MAP,obs
1,CE10_chr1_1722642,0.42570382201483853,0.16213387247101305,MAP,obs
1,CE10_chr1_2597178,-0.35790418477830055,0.20284650256827205,MAP,obs
1,CE10_chr1_2615246,0.7177828229342742,0.47117237708011417,MAP,obs
1,CE10_chr1_2867472,-23.788857028369318,53081.035113114856,MAP,obs
1,CE10_chr1_3643398,-0.01674110036582903,0.6470050815801555,MAP,obs
1,CE10_chr1_4167837,0.09521317566714757,0.1670906835867753,MAP,obs
1,CE10_chr1_4375426,0.821955702772684,0.41813450943807845,MAP,obs
1,CE10_chr1_6237935,0.08744925891674653,0.17306091822376632,MAP,obs
1,CE10_chr1_6472590,-0.4471872611709582,0.567589332758922,MAP,obs
1,CE10_chr1_6600296,0.4576900350274493,0.3326846284685222,MAP,obs
1,CE10_chr1_6614921,-0.528520808493758,0.8041702807907865,MAP,obs
1,CE10_chr1_6724093,0.5880514995716464,0.18979225326936078,MAP,obs
1,CE10_chr1_6724301,23.78885915510671,53081.091569569835,MAP,obs
1,CE10_chr1_7346549,0.3034694406400402,0.30264537232265293,MAP,obs
1,CE10_chr1_8160017,0.2490129953398591,0.5010881539115815,MAP,obs
1,CE10_chr1_8436223,-0.13411683735450267,0.3859147516999232,MAP,obs
1,CE10_chr1_8608748,0.07408044559951868,27332.33292711403,MAP,obs
1,CE10_chr1_11098603,0.7118840975025149,0.46133796908004565,MAP,obs
1,CE10_chr1_11359298,0.016132736771482196,0.1545275503647018,MAP,obs
1,CE10_chr1_11956274,0.013731440613350243,25669.408009625127,MAP,obs
1,CE10_chr1_12171428,-1.037398410378266,0.285110475988382,MAP,obs
1,CE10_chr1_12269221,0.00667940157148876,25587.68602558613,MAP,obs
1,CE10_chr1_12629056,0.2577388361440662,47338.78273039701,MAP,obs
1,CE10_chr1_16115139,-22.711371951376847,57108.869140008246,MAP,obs
1,CE10_chr1_16194442,-22.706205684619437,56961.47202790615,MAP,obs
1,CE10_chr1_18781384,0.5854275543995491,0.346067742878762,MAP,obs
1,CE10_chr1_19519320,-0.3682492855608229,0.25833604005481225,MAP,obs
1,CE10_chr1_20783548,0.020189878562971816,25389.944668325577,MAP,obs
1,CE10_chr1_30014751,0.00667940157148876,25587.68602558613,MAP,obs
1,CE10_chr1_32671779,0.7177828229342742,0.47117237708011417,MAP,obs
1,CE10_chr1_33963909,-0.4471872611709582,0.567589332758922,MAP,obs
1,CE10_chr1_34448000,0.615297069470356,0.3191635052011368,MAP,obs
1,CE10_chr1_35575515,24.196037042412627,50400.5063198994,MAP,obs
1,CE10_chr1_35612789,24.073550788131918,51204.742894791736,MAP,obs
1,CE10_chr1_36915558,22.708849898556167,57036.98837107639,MAP,obs
1,CE10_chr1_36921933,22.814851007215292,56805.968155181006,MAP,obs
1,CE10_chr1_36930657,-15.934930704206753,31337.96997445794,MAP,obs
1,CE10_chr1_36931762,NA,NA,MAP,obs
1,CE10_chr1_36935204,-0.025781048119191678,0.46807722236811067,MAP,obs
1,CE10_chr1_36936794,22.563005979506546,57274.18742939308,MAP,obs
1,CE10_chr1_36941008,23.376010196743575,55185.719072435975,MAP,obs
1,CE10_chr1_37170046,0.7030019777167222,0.36242168073545183,MAP,obs
1,CE10_chr1_37343689,0.24459209452780442,0.35142488585135956,MAP,obs
1,CE10_chr1_37374277,0.9915499007068977,0.5171089819239789,MAP,obs
1,CE10_chr1_38532033,-0.5172862803731453,0.2568628428965625,MAP,obs
1,CE10_chr1_38550916,22.955342148820584,56419.35679132567,MAP,obs
1,CE10_chr1_38626094,-0.04250287300411276,25743.33314692493,MAP,obs
1,CE10_chr1_38640406,0.218849362137785,0.34833288919297195,MAP,obs
1,CE10_chr1_38793580,-0.47899762032647614,0.5575918905315305,MAP,obs
1,CE10_chr1_38799990,-0.5138662339738683,0.565112347539031,MAP,obs
1,CE10_chr1_38801440,-0.34705511627982094,0.2142251682506486,MAP,obs
1,CE10_chr1_38809381,0.16347601406721485,0.22947778622121426,MAP,obs
1,CE10_chr1_38814297,-0.46367780855003704,0.5622908283026676,MAP,obs
1,CE10_chr1_38817270,0.2102750225531224,0.25620540783916396,MAP,obs
1,CE10_chr1_38819336,-0.47899762032647614,0.5575918905315305,MAP,obs
1,CE10_chr1_38822933,-0.47899762032647614,0.5575918905315305,MAP,obs
1,CE10_chr1_38825189,-0.008414970746026778,25328.34411986992,MAP,obs
1,CE10_chr1_39575819,23.052094982640234,43454.50070309249,MAP,obs
1,CE10_chr1_40321329,0.5419524473924964,0.29817845138423127,MAP,obs
1,CE10_chr1_41236452,0.028832878302253433,25931.974214770526,MAP,obs
1,CE10_chr1_41599102,-0.14542729639990615,0.18874096547721303,MAP,obs
1,CE10_chr1_41599144,0.29311554632265624,0.17267461189497407,MAP,obs
1,CE10_chr1_42410504,0.10443122583516687,0.21459263681905733,MAP,obs
1,CE10_chr1_43493479,-21.594096853854854,36307.20966885933,MAP,obs
1,CE10_chr1_43718815,0.00667940157148876,25587.68602558613,MAP,obs
1,CE10_chr1_43976158,-0.0053579520716189296,0.1901483119457936,MAP,obs
1,CE10_chr1_44307929,0.30727717394767906,0.3957536875100613,MAP,obs
1,CE10_chr1_44308168,0.4478804778394057,0.2366399055102061,MAP,obs
1,CE10_chr1_44670839,-0.26057610045052465,0.17258147603673846,MAP,obs
1,CE10_chr1_44891915,-0.005338897308766736,0.15714264453494073,MAP,obs
1,CE10_chr1_45141771,0.2027129981650386,0.1611159290992727,MAP,obs
1,CE10_chr1_45182846,0.040284570669126364,0.23500760633310816,MAP,obs
1,CE10_chr2_3072177,-0.2596125556607315,0.1606367618610962,MAP,obs
1,CE10_chr2_3110178,0.9941007877002154,0.5929447651047615,MAP,obs
1,CE10_chr2_3366470,-0.006680104095818725,25587.71544334981,MAP,obs
1,CE10_chr2_4454132,-0.4346630581966074,0.24068000875057852,MAP,obs
1,CE10_chr2_4503980,0.00667940157148876,25587.68602558613,MAP,obs
1,CE10_chr2_4506287,-0.00847626836648733,24940.38358112304,MAP,obs
